#Epoch	RMSE	MAE	MAPE(%)
1	0.2912	0.1931	1.73
2	0.2906	0.2379	2.17
3	0.2915	0.2480	2.27
4	0.2745	0.2286	2.09
5	0.2605	0.2147	1.96
6	0.2424	0.1951	1.78
7	0.2218	0.1714	1.56
8	0.2020	0.1491	1.35
9	0.1822	0.1264	1.14
10	0.1663	0.1090	0.98
11	0.1544	0.0975	0.87
12	0.1453	0.0893	0.80
13	0.1381	0.0828	0.74
14	0.1326	0.0779	0.70
15	0.1283	0.0744	0.66
16	0.1247	0.0719	0.64
17	0.1216	0.0702	0.63
18	0.1190	0.0689	0.61
19	0.1167	0.0678	0.61
20	0.1144	0.0669	0.60
21	0.1124	0.0659	0.59
22	0.1104	0.0652	0.58
23	0.1085	0.0644	0.58
24	0.1065	0.0633	0.57
25	0.1045	0.0622	0.56
26	0.1024	0.0611	0.55
27	0.1006	0.0600	0.54
28	0.0987	0.0589	0.53
29	0.0969	0.0575	0.52
30	0.0955	0.0572	0.51
31	0.0937	0.0553	0.50
32	0.0920	0.0547	0.49
33	0.0904	0.0531	0.48
34	0.0889	0.0525	0.47
35	0.0877	0.0512	0.46
36	0.0861	0.0503	0.45
37	0.0850	0.0494	0.44
38	0.0838	0.0485	0.44
39	0.0827	0.0474	0.43
40	0.0814	0.0465	0.42
41	0.0805	0.0457	0.41
42	0.0796	0.0450	0.40
43	0.0788	0.0442	0.40
44	0.0778	0.0435	0.39
45	0.0772	0.0430	0.39
46	0.0768	0.0423	0.38
47	0.0756	0.0416	0.37
48	0.0754	0.0414	0.37
49	0.0751	0.0410	0.37
50	0.0741	0.0404	0.36
51	0.0744	0.0404	0.36
52	0.0733	0.0400	0.36
53	0.0731	0.0396	0.36
54	0.0734	0.0399	0.36
55	0.0723	0.0394	0.36
56	0.0724	0.0391	0.35
57	0.0719	0.0390	0.35
58	0.0723	0.0392	0.35
59	0.0712	0.0389	0.35
60	0.0716	0.0387	0.35
61	0.0711	0.0388	0.35
62	0.0712	0.0386	0.35
63	0.0706	0.0385	0.35
64	0.0710	0.0387	0.35
65	0.0701	0.0384	0.35
66	0.0709	0.0387	0.35
67	0.0699	0.0387	0.35
68	0.0704	0.0383	0.35
69	0.0696	0.0383	0.35
70	0.0702	0.0384	0.35
71	0.0692	0.0382	0.34
72	0.0700	0.0383	0.35
73	0.0691	0.0383	0.35
74	0.0698	0.0383	0.35
75	0.0691	0.0385	0.35
76	0.0696	0.0386	0.35
77	0.0686	0.0381	0.34
78	0.0697	0.0386	0.35
79	0.0685	0.0382	0.35
80	0.0694	0.0386	0.35
81	0.0682	0.0380	0.34
82	0.0694	0.0386	0.35
83	0.0684	0.0383	0.35
84	0.0692	0.0386	0.35
85	0.0683	0.0384	0.35
86	0.0691	0.0386	0.35
87	0.0684	0.0388	0.35
88	0.0688	0.0385	0.35
89	0.0684	0.0386	0.35
90	0.0688	0.0386	0.35
91	0.0683	0.0386	0.35
92	0.0687	0.0386	0.35
93	0.0682	0.0385	0.35
94	0.0686	0.0385	0.35
95	0.0681	0.0384	0.35
96	0.0686	0.0386	0.35
97	0.0681	0.0385	0.35
98	0.0684	0.0384	0.35
99	0.0681	0.0385	0.35
100	0.0682	0.0383	0.35
101	0.0681	0.0387	0.35
102	0.0681	0.0385	0.35
103	0.0681	0.0385	0.35
104	0.0681	0.0386	0.35
105	0.0681	0.0386	0.35
106	0.0680	0.0386	0.35
107	0.0680	0.0387	0.35
108	0.0680	0.0386	0.35
109	0.0680	0.0386	0.35
110	0.0679	0.0385	0.35
111	0.0679	0.0386	0.35
112	0.0678	0.0384	0.35
113	0.0679	0.0385	0.35
114	0.0676	0.0383	0.35
115	0.0681	0.0387	0.35
116	0.0673	0.0380	0.34
117	0.0680	0.0386	0.35
118	0.0674	0.0380	0.34
119	0.0679	0.0386	0.35
120	0.0671	0.0377	0.34
121	0.0679	0.0386	0.35
122	0.0670	0.0377	0.34
123	0.0678	0.0383	0.35
124	0.0676	0.0385	0.35
125	0.0676	0.0384	0.35
126	0.0675	0.0383	0.35
127	0.0675	0.0383	0.35
128	0.0675	0.0383	0.35
129	0.0674	0.0383	0.35
130	0.0674	0.0381	0.35
131	0.0672	0.0379	0.34
132	0.0675	0.0383	0.35
133	0.0669	0.0377	0.34
134	0.0674	0.0382	0.35
135	0.0669	0.0377	0.34
136	0.0674	0.0380	0.34
137	0.0668	0.0376	0.34
138	0.0677	0.0386	0.35
139	0.0665	0.0371	0.34
140	0.0674	0.0377	0.34
141	0.0669	0.0375	0.34
142	0.0672	0.0379	0.34
143	0.0666	0.0373	0.34
144	0.0671	0.0374	0.34
145	0.0668	0.0374	0.34
146	0.0672	0.0377	0.34
147	0.0663	0.0371	0.34
148	0.0673	0.0378	0.34
149	0.0664	0.0369	0.33
150	0.0671	0.0376	0.34
151	0.0662	0.0370	0.33
152	0.0672	0.0376	0.34
153	0.0661	0.0368	0.33
154	0.0670	0.0375	0.34
155	0.0660	0.0368	0.33
156	0.0667	0.0369	0.33
157	0.0666	0.0372	0.34
158	0.0662	0.0367	0.33
159	0.0668	0.0372	0.34
160	0.0658	0.0365	0.33
161	0.0667	0.0369	0.33
162	0.0658	0.0366	0.33
163	0.0668	0.0371	0.34
164	0.0654	0.0360	0.33
165	0.0667	0.0371	0.34
166	0.0653	0.0360	0.33
167	0.0666	0.0369	0.33
168	0.0653	0.0359	0.32
169	0.0665	0.0363	0.33
170	0.0659	0.0363	0.33
171	0.0659	0.0359	0.32
172	0.0657	0.0359	0.32
173	0.0662	0.0363	0.33
174	0.0652	0.0354	0.32
175	0.0661	0.0360	0.33
176	0.0659	0.0359	0.32
177	0.0654	0.0358	0.32
178	0.0659	0.0358	0.32
179	0.0654	0.0356	0.32
180	0.0661	0.0360	0.33
181	0.0654	0.0357	0.32
182	0.0655	0.0353	0.32
183	0.0654	0.0356	0.32
184	0.0657	0.0354	0.32
185	0.0654	0.0356	0.32
186	0.0656	0.0353	0.32
187	0.0654	0.0354	0.32
188	0.0657	0.0352	0.32
189	0.0653	0.0353	0.32
190	0.0656	0.0352	0.32
191	0.0653	0.0353	0.32
192	0.0655	0.0350	0.32
193	0.0652	0.0351	0.32
194	0.0655	0.0349	0.32
195	0.0652	0.0350	0.32
196	0.0653	0.0348	0.31
197	0.0652	0.0351	0.32
198	0.0654	0.0349	0.31
199	0.0651	0.0348	0.31
200	0.0655	0.0349	0.31
