#Epoch	RMSE	MAE	MAPE(%)
1	1.2669	1.1953	0.82
2	0.7236	0.4928	0.33
3	0.5985	0.3760	0.26
4	0.6353	0.4076	0.28
5	0.6016	0.4347	0.30
6	0.5632	0.3893	0.26
7	0.5806	0.4378	0.30
8	0.7008	0.5690	0.39
9	0.6453	0.5088	0.35
10	0.5218	0.3340	0.23
11	0.5606	0.4269	0.29
12	0.5932	0.4485	0.31
13	0.5521	0.4324	0.29
14	0.5465	0.4072	0.28
15	0.5619	0.4241	0.29
16	0.5297	0.4004	0.27
17	0.5500	0.4030	0.27
18	0.5382	0.3853	0.26
19	0.5072	0.3306	0.22
20	0.5518	0.3373	0.23
21	0.6096	0.3765	0.26
22	0.5470	0.3130	0.21
23	0.5613	0.4227	0.29
24	0.5498	0.3986	0.27
25	0.5393	0.3556	0.24
26	0.5303	0.3543	0.24
27	0.5265	0.3513	0.24
28	0.4993	0.3659	0.25
29	0.5169	0.3686	0.25
30	0.5704	0.4471	0.30
31	0.5441	0.4057	0.28
32	0.5256	0.4137	0.28
33	0.5178	0.3651	0.25
34	0.5312	0.3961	0.27
35	0.5032	0.3366	0.23
36	0.4873	0.3835	0.26
37	0.4935	0.3214	0.22
38	0.5259	0.3894	0.26
39	0.4518	0.2718	0.18
40	0.4620	0.3621	0.25
41	0.5181	0.3894	0.26
42	0.4504	0.2992	0.20
43	0.5119	0.4078	0.28
44	0.5093	0.3728	0.25
45	0.4546	0.2908	0.20
46	0.5093	0.3954	0.27
47	0.4897	0.3522	0.24
48	0.4607	0.3550	0.24
49	0.4489	0.3374	0.23
50	0.4302	0.3165	0.22
51	0.5199	0.4018	0.27
52	0.4396	0.2832	0.19
53	0.4590	0.3648	0.25
54	0.4468	0.2778	0.19
55	0.4283	0.2938	0.20
56	0.4105	0.2822	0.19
57	0.4697	0.3267	0.22
58	0.4006	0.2493	0.17
59	0.4810	0.2985	0.20
60	0.4557	0.3343	0.23
61	0.4933	0.3542	0.24
62	0.4545	0.2974	0.20
63	0.4961	0.3702	0.25
64	0.4733	0.3277	0.22
65	0.4503	0.3251	0.22
66	0.4874	0.3405	0.23
67	0.4525	0.3271	0.22
68	0.3762	0.2374	0.16
69	0.4666	0.3190	0.22
70	0.4717	0.3286	0.22
71	0.4295	0.2696	0.18
72	0.4477	0.3115	0.21
73	0.4398	0.3244	0.22
74	0.4618	0.3490	0.24
75	0.4649	0.3341	0.23
76	0.4166	0.2543	0.17
77	0.4559	0.3435	0.23
78	0.4676	0.3381	0.23
79	0.4370	0.3143	0.21
80	0.4543	0.3192	0.22
81	0.4419	0.3258	0.22
82	0.4960	0.3946	0.27
83	0.4704	0.3393	0.23
84	0.4343	0.3223	0.22
85	0.4326	0.3045	0.21
86	0.4176	0.2850	0.19
87	0.4430	0.3285	0.22
88	0.4429	0.3138	0.21
89	0.4659	0.3508	0.24
90	0.4832	0.3537	0.24
91	0.4439	0.3323	0.23
92	0.4279	0.3678	0.25
93	0.4995	0.4418	0.30
94	0.5090	0.4054	0.28
95	0.4417	0.2773	0.19
96	0.4499	0.3217	0.22
97	0.4695	0.3396	0.23
98	0.4380	0.2972	0.20
99	0.4287	0.2810	0.19
100	0.4891	0.3835	0.26
101	0.4258	0.2324	0.16
102	0.5092	0.3879	0.26
103	0.4637	0.3306	0.22
104	0.3871	0.2324	0.16
105	0.4023	0.2989	0.20
106	0.4313	0.3374	0.23
107	0.4239	0.2873	0.20
108	0.3844	0.1918	0.13
109	0.4245	0.3259	0.22
110	0.4244	0.3024	0.21
111	0.4076	0.2685	0.18
112	0.4196	0.2911	0.20
113	0.3869	0.2577	0.18
114	0.4279	0.3240	0.22
115	0.4128	0.2375	0.16
116	0.4191	0.3031	0.21
117	0.4704	0.3818	0.26
118	0.4183	0.2595	0.18
119	0.4288	0.3102	0.21
120	0.4515	0.3282	0.22
121	0.4349	0.2350	0.16
122	0.5104	0.3779	0.26
123	0.4652	0.2421	0.16
124	0.4734	0.3802	0.26
125	0.3564	0.2855	0.19
126	0.3768	0.2777	0.19
127	0.4296	0.3416	0.23
128	0.4517	0.3681	0.25
129	0.4084	0.2306	0.16
130	0.4458	0.3227	0.22
131	0.4258	0.3123	0.21
132	0.4010	0.2390	0.16
133	0.4915	0.4544	0.31
134	0.4393	0.3530	0.24
135	0.4119	0.2246	0.15
136	0.4300	0.3191	0.22
137	0.3961	0.2536	0.17
138	0.4188	0.2436	0.17
139	0.4668	0.3554	0.24
140	0.4304	0.2793	0.19
141	0.4629	0.3330	0.23
142	0.4404	0.2658	0.18
143	0.4132	0.2629	0.18
144	0.4365	0.3189	0.22
145	0.4681	0.3332	0.23
146	0.4373	0.2980	0.20
147	0.4440	0.3088	0.21
148	0.5079	0.4553	0.31
149	0.4561	0.3045	0.21
150	0.4540	0.3322	0.23
151	0.4641	0.3853	0.26
152	0.4463	0.3285	0.22
153	0.4266	0.2800	0.19
154	0.4086	0.2780	0.19
155	0.3353	0.2387	0.16
156	0.4549	0.2828	0.19
157	0.5239	0.3986	0.27
158	0.5582	0.4182	0.28
159	0.5913	0.5094	0.35
160	0.5001	0.3149	0.21
161	0.4770	0.3598	0.24
162	0.4326	0.3290	0.22
163	0.4507	0.3369	0.23
164	0.4287	0.2669	0.18
165	0.4144	0.2126	0.14
166	0.4210	0.2348	0.16
167	0.4251	0.2417	0.16
168	0.4204	0.2393	0.16
169	0.4076	0.1922	0.13
170	0.4357	0.2486	0.17
171	0.4492	0.2954	0.20
172	0.4282	0.2334	0.16
173	0.4161	0.2791	0.19
174	0.4243	0.2940	0.20
175	0.4132	0.2153	0.15
176	0.4133	0.2739	0.19
177	0.4132	0.2904	0.20
178	0.3889	0.2152	0.15
179	0.4772	0.3363	0.23
180	0.4595	0.3263	0.22
181	0.3853	0.2180	0.15
182	0.3992	0.2264	0.15
183	0.4052	0.2664	0.18
184	0.4182	0.2467	0.17
185	0.4164	0.2467	0.17
186	0.4086	0.2436	0.17
187	0.4581	0.3133	0.21
188	0.5023	0.3856	0.26
189	0.4508	0.2738	0.19
190	0.4061	0.1675	0.11
191	0.3852	0.2401	0.16
192	0.4341	0.3301	0.22
193	0.4011	0.1972	0.13
194	0.4169	0.2518	0.17
195	0.4127	0.2028	0.14
196	0.4101	0.2617	0.18
197	0.4152	0.2687	0.18
198	0.4108	0.2197	0.15
199	0.4283	0.2953	0.20
200	0.4390	0.3545	0.24
