#Epoch	RMSE	MAE	MAPE(%)
1	0.9854	0.6422	6.65
2	1.4109	1.2233	13.08
3	1.2609	1.0407	11.06
4	1.1541	0.9047	9.55
5	1.2478	1.0370	11.02
6	0.9367	0.6506	6.74
7	1.0270	0.7768	8.15
8	0.9295	0.6436	6.68
9	0.8986	0.5929	6.13
10	0.7984	0.4923	5.05
11	0.8026	0.5514	5.71
12	0.7398	0.4344	4.42
13	0.6885	0.3919	3.97
14	0.6609	0.3739	3.77
15	0.6762	0.3896	3.94
16	0.6940	0.4333	4.43
17	0.7617	0.5086	5.25
18	0.8372	0.6258	6.55
19	0.7349	0.5036	5.21
20	0.7607	0.5436	5.66
21	0.7857	0.5825	6.09
22	0.7379	0.5305	5.53
23	0.6588	0.4069	4.15
24	0.7880	0.5646	5.88
25	0.6062	0.3558	3.61
26	0.7848	0.5162	5.31
27	0.6402	0.3670	3.71
28	0.6483	0.3795	3.84
29	0.6526	0.4100	4.19
30	0.6607	0.4027	4.10
31	0.6105	0.3725	3.80
32	0.6889	0.4309	4.40
33	0.6103	0.3442	3.47
34	0.6222	0.3496	3.52
35	0.6505	0.3919	3.98
36	0.5587	0.3329	3.38
37	0.5927	0.3076	3.06
38	0.5589	0.2995	3.00
39	0.5843	0.2749	2.70
40	0.6073	0.3155	3.14
41	0.6024	0.3331	3.34
42	0.5793	0.2992	2.98
43	0.6290	0.3440	3.45
44	0.5054	0.2340	2.29
45	0.6327	0.3128	3.09
46	0.6087	0.3377	3.39
47	0.6092	0.3034	3.00
48	0.5543	0.2504	2.44
49	0.5788	0.2852	2.82
50	0.5905	0.2979	2.96
51	0.5212	0.2486	2.45
52	0.6370	0.3251	3.23
53	0.5582	0.2577	2.53
54	0.5571	0.2830	2.81
55	0.6922	0.3668	3.67
56	0.6148	0.2756	2.68
57	0.5392	0.2445	2.39
58	0.6002	0.3032	3.01
59	0.5938	0.3030	3.01
60	0.5484	0.2722	2.69
61	0.5566	0.2772	2.74
62	0.5178	0.2519	2.48
63	0.5276	0.2517	2.47
64	0.6126	0.2775	2.70
65	0.5674	0.2732	2.69
66	0.5660	0.2851	2.82
67	0.4560	0.2137	2.10
68	0.6081	0.2740	2.67
69	0.5945	0.2901	2.86
70	0.5963	0.3116	3.10
71	0.5182	0.2450	2.40
72	0.5649	0.2924	2.91
73	0.5371	0.2476	2.42
74	0.5800	0.2882	2.85
75	0.5497	0.2620	2.57
76	0.4950	0.2203	2.15
77	0.5241	0.2452	2.41
78	0.4976	0.2300	2.26
79	0.3698	0.1651	1.63
80	0.5478	0.2476	2.42
81	0.5686	0.2869	2.84
82	0.5116	0.2287	2.23
83	0.4421	0.1947	1.91
84	0.5414	0.2322	2.26
85	0.4551	0.1992	1.95
86	0.4248	0.1825	1.78
87	0.6147	0.2691	2.61
88	0.5609	0.2465	2.40
89	0.5424	0.2411	2.35
90	0.4539	0.1880	1.82
91	0.6246	0.2748	2.67
92	0.5460	0.2250	2.17
93	0.5477	0.2228	2.14
94	0.5915	0.2473	2.38
95	0.5390	0.2391	2.33
96	0.5172	0.2212	2.14
97	0.5953	0.2567	2.48
98	0.5560	0.2477	2.41
99	0.5244	0.2243	2.17
100	0.6117	0.2802	2.73
101	0.5554	0.2451	2.38
102	0.5655	0.2424	2.34
103	0.5916	0.2694	2.63
