#Epoch	RMSE	MAE	MAPE(%)
1	0.0871	0.0868	0.61
2	0.0332	0.0331	0.23
3	0.0069	0.0066	0.05
4	0.0201	0.0200	0.14
5	0.0211	0.0211	0.15
6	0.0262	0.0261	0.18
7	0.0308	0.0307	0.22
8	0.0345	0.0344	0.24
9	0.0357	0.0356	0.25
10	0.0332	0.0331	0.23
11	0.0276	0.0276	0.20
12	0.0224	0.0223	0.16
13	0.0190	0.0190	0.13
14	0.0166	0.0166	0.12
15	0.0143	0.0143	0.10
16	0.0120	0.0120	0.08
17	0.0098	0.0098	0.07
18	0.0077	0.0077	0.05
19	0.0059	0.0059	0.04
20	0.0044	0.0044	0.03
21	0.0035	0.0034	0.02
22	0.0029	0.0029	0.02
23	0.0027	0.0026	0.02
24	0.0027	0.0027	0.02
25	0.0028	0.0027	0.02
26	0.0028	0.0028	0.02
27	0.0028	0.0028	0.02
28	0.0028	0.0028	0.02
29	0.0025	0.0024	0.02
30	0.0018	0.0017	0.01
31	0.0013	0.0012	0.01
32	0.0010	0.0008	0.01
33	0.0008	0.0007	0.00
34	0.0009	0.0008	0.01
35	0.0015	0.0012	0.01
36	0.0023	0.0021	0.01
37	0.0032	0.0030	0.02
38	0.0037	0.0036	0.03
39	0.0044	0.0043	0.03
40	0.0054	0.0053	0.04
41	0.0066	0.0065	0.05
42	0.0078	0.0077	0.05
43	0.0090	0.0089	0.06
44	0.0100	0.0098	0.07
45	0.0109	0.0107	0.08
46	0.0110	0.0109	0.08
47	0.0114	0.0112	0.08
48	0.0120	0.0118	0.08
49	0.0128	0.0126	0.09
50	0.0134	0.0133	0.09
51	0.0137	0.0136	0.10
52	0.0137	0.0136	0.10
53	0.0146	0.0145	0.10
54	0.0143	0.0141	0.10
55	0.0135	0.0133	0.09
56	0.0135	0.0133	0.09
57	0.0140	0.0138	0.10
58	0.0142	0.0140	0.10
59	0.0143	0.0141	0.10
60	0.0141	0.0138	0.10
61	0.0143	0.0141	0.10
62	0.0140	0.0137	0.10
63	0.0145	0.0142	0.10
64	0.0142	0.0139	0.10
65	0.0144	0.0141	0.10
66	0.0142	0.0138	0.10
67	0.0141	0.0137	0.10
68	0.0140	0.0136	0.10
69	0.0140	0.0136	0.10
70	0.0137	0.0133	0.09
71	0.0128	0.0123	0.09
72	0.0140	0.0136	0.10
73	0.0120	0.0115	0.08
74	0.0137	0.0133	0.09
75	0.0120	0.0115	0.08
76	0.0138	0.0133	0.09
77	0.0116	0.0111	0.08
78	0.0137	0.0132	0.09
79	0.0112	0.0107	0.08
80	0.0135	0.0130	0.09
81	0.0110	0.0104	0.07
82	0.0134	0.0128	0.09
83	0.0108	0.0103	0.07
84	0.0133	0.0128	0.09
