#Epoch	RMSE	MAE	MAPE(%)
1	0.4528	0.2718	1.78
2	0.4145	0.2395	1.57
3	0.5145	0.4207	2.83
4	0.3752	0.2042	1.33
5	0.4682	0.3176	2.10
6	0.3880	0.2184	1.43
7	0.3767	0.1966	1.28
8	0.4198	0.2496	1.64
9	0.4151	0.2416	1.58
10	0.4606	0.3148	2.08
11	0.3994	0.2251	1.47
12	0.4270	0.2639	1.74
13	0.3962	0.2395	1.57
14	0.3787	0.2020	1.32
15	0.3206	0.1651	1.08
16	0.3637	0.1979	1.29
17	0.3161	0.1777	1.16
18	0.3612	0.1857	1.21
19	0.2090	0.1119	0.73
20	0.4868	0.3352	2.21
21	0.3581	0.1940	1.27
22	0.2821	0.1749	1.15
23	0.3800	0.1947	1.27
24	0.2929	0.1424	0.92
25	0.3204	0.1798	1.18
26	0.2985	0.1400	0.91
27	0.2957	0.1870	1.23
28	0.3514	0.1902	1.24
29	0.3266	0.1839	1.21
30	0.3134	0.1559	1.01
31	0.2604	0.1665	1.10
32	0.3843	0.2007	1.31
33	0.4215	0.2564	1.68
34	0.3770	0.1873	1.22
35	0.2869	0.1990	1.32
36	0.3508	0.1731	1.12
37	0.2751	0.1293	0.84
38	0.2711	0.1607	1.06
39	0.2592	0.1332	0.87
40	0.2697	0.1699	1.12
41	0.2841	0.1438	0.94
42	0.2486	0.1683	1.11
43	0.2650	0.1575	1.04
44	0.2795	0.1462	0.95
45	0.2631	0.1930	1.28
46	0.3145	0.1384	0.89
47	0.2741	0.1173	0.76
48	0.2402	0.1141	0.74
49	0.2624	0.1410	0.92
50	0.3152	0.1870	1.23
51	0.2364	0.1042	0.67
52	0.3213	0.1749	1.14
53	0.2596	0.1716	1.13
54	0.3180	0.1528	0.99
55	0.2218	0.0878	0.56
56	0.2453	0.1252	0.82
57	0.2172	0.1404	0.93
58	0.2619	0.1119	0.72
59	0.2306	0.0937	0.60
60	0.2733	0.1303	0.85
61	0.2170	0.1424	0.94
62	0.2834	0.1728	1.14
63	0.2151	0.0947	0.61
64	0.2858	0.1241	0.80
65	0.2607	0.1866	1.23
66	0.3046	0.1528	0.99
67	0.2118	0.0864	0.56
68	0.2630	0.1151	0.74
69	0.2413	0.1001	0.65
70	0.2764	0.1279	0.83
71	0.2369	0.1065	0.69
72	0.2872	0.1177	0.76
73	0.2456	0.1325	0.86
74	0.2676	0.1171	0.76
75	0.2623	0.1146	0.74
76	0.2197	0.0918	0.59
77	0.2625	0.1114	0.72
78	0.3068	0.1894	1.24
79	0.2316	0.1092	0.71
80	0.3402	0.2209	1.45
81	0.2372	0.1117	0.72
82	0.3051	0.1648	1.08
83	0.3070	0.1934	1.27
84	0.3272	0.2072	1.36
85	0.2766	0.1440	0.94
86	0.2437	0.1360	0.89
87	0.3157	0.1935	1.27
88	0.3359	0.2092	1.37
89	0.2761	0.1419	0.93
90	0.3152	0.1960	1.29
91	0.3328	0.1932	1.27
92	0.2707	0.1533	1.00
93	0.3762	0.2635	1.74
94	0.3742	0.2582	1.70
95	0.3911	0.2924	1.94
96	0.2658	0.1213	0.79
97	0.3136	0.2010	1.32
98	0.4089	0.2991	1.98
99	0.4119	0.2965	1.96
100	0.2492	0.1515	1.00
101	0.3486	0.2470	1.63
102	0.2912	0.1520	0.99
103	0.2615	0.1639	1.08
104	0.3680	0.2280	1.50
105	0.2505	0.1360	0.89
106	0.3919	0.2930	1.94
107	0.3706	0.2536	1.67
108	0.3042	0.1888	1.24
109	0.3609	0.2470	1.63
110	0.2475	0.1031	0.66
111	0.3987	0.3124	2.07
112	0.3474	0.2390	1.58
113	0.2377	0.1114	0.72
114	0.4368	0.3514	2.34
115	0.2828	0.1502	0.98
116	0.3022	0.1907	1.25
117	0.3396	0.2430	1.61
118	0.3619	0.2355	1.55
119	0.2678	0.1791	1.18
120	0.3721	0.2335	1.54
121	0.2838	0.1771	1.17
122	0.3159	0.1694	1.11
123	0.3665	0.2461	1.62
124	0.2732	0.1285	0.83
125	0.2959	0.1584	1.04
126	0.3890	0.2916	1.93
127	0.3896	0.2809	1.86
128	0.2655	0.1683	1.11
129	0.3194	0.2150	1.42
130	0.3372	0.1959	1.28
131	0.2509	0.1393	0.91
132	0.3665	0.2231	1.47
133	0.3611	0.2625	1.74
134	0.3728	0.2513	1.66
135	0.2768	0.1657	1.09
136	0.4332	0.3599	2.40
137	0.2882	0.1637	1.07
138	0.3363	0.2307	1.52
139	0.2683	0.1611	1.06
140	0.3711	0.2753	1.83
141	0.3415	0.2304	1.52
142	0.3680	0.2769	1.84
143	0.3316	0.2384	1.58
144	0.3283	0.2270	1.50
145	0.3864	0.3049	2.03
146	0.2892	0.1497	0.98
147	0.3920	0.3019	2.01
148	0.2883	0.1447	0.94
149	0.2630	0.1362	0.89
150	0.4192	0.3087	2.05
151	0.2783	0.1497	0.98
152	0.3543	0.2266	1.49
153	0.3301	0.2092	1.38
154	0.2831	0.1636	1.07
155	0.3483	0.2383	1.58
156	0.2827	0.1560	1.02
157	0.3195	0.1889	1.24
158	0.3210	0.2102	1.39
159	0.3589	0.2114	1.39
160	0.2640	0.1696	1.12
161	0.3910	0.2289	1.50
162	0.3070	0.1423	0.92
163	0.3861	0.2333	1.53
164	0.2598	0.1585	1.04
165	0.2974	0.1826	1.20
166	0.3715	0.2160	1.42
167	0.2865	0.1763	1.16
168	0.3918	0.2833	1.88
169	0.4317	0.3300	2.19
170	0.2458	0.1219	0.79
171	0.4059	0.2885	1.91
172	0.4170	0.3273	2.18
173	0.2587	0.1223	0.79
174	0.4028	0.3031	2.01
175	0.2637	0.1229	0.80
176	0.4226	0.3209	2.13
177	0.2437	0.1236	0.81
178	0.3579	0.2461	1.62
179	0.2973	0.1866	1.23
180	0.3598	0.2445	1.61
181	0.2861	0.1718	1.13
182	0.3389	0.2226	1.47
183	0.3260	0.2310	1.53
184	0.3443	0.2242	1.48
185	0.3009	0.1925	1.27
186	0.3330	0.2147	1.41
187	0.3046	0.1971	1.30
188	0.2953	0.1700	1.12
189	0.3324	0.2333	1.54
190	0.2804	0.1326	0.86
191	0.3561	0.2695	1.79
192	0.3822	0.2840	1.88
193	0.2439	0.1113	0.72
194	0.3798	0.2747	1.82
195	0.2854	0.1399	0.91
196	0.3280	0.2002	1.32
197	0.2810	0.1549	1.01
198	0.3560	0.2385	1.57
199	0.3448	0.2358	1.56
200	0.3429	0.2256	1.49
