#Epoch	RMSE	MAE	MAPE(%)
1	4.0332	3.8391	8.69
2	1.2483	0.9460	2.11
3	1.3847	1.1768	2.65
4	2.6632	2.4308	5.49
5	0.8435	0.5232	1.16
6	1.0206	0.6973	1.56
7	1.0334	0.7510	1.69
8	1.5391	1.2102	2.72
9	0.9775	0.6967	1.56
10	1.8682	1.4201	3.19
11	0.8562	0.5401	1.21
12	1.3529	1.0008	2.24
13	1.0362	0.7780	1.74
14	1.5263	1.1907	2.68
15	0.9766	0.6850	1.53
16	0.7374	0.4746	1.06
17	1.2739	1.0368	2.33
18	1.7236	1.4652	3.30
19	1.0508	0.8268	1.86
20	1.1037	0.8110	1.81
21	1.2094	1.0138	2.28
22	2.1159	1.8622	4.20
23	0.8688	0.5968	1.34
24	0.9352	0.6372	1.42
25	1.0619	0.8278	1.86
26	1.8605	1.6169	3.64
27	0.9826	0.7053	1.58
28	1.5947	1.3453	3.02
29	1.2125	0.9278	2.08
30	2.1701	1.9686	4.44
31	1.1421	0.8063	1.81
32	1.5861	1.3542	3.04
33	1.2919	0.9304	2.09
34	2.0523	1.8384	4.14
35	1.0030	0.7265	1.62
36	1.3793	1.0798	2.42
37	0.8388	0.5582	1.25
38	1.3356	1.0344	2.32
39	0.8906	0.6072	1.35
40	1.7400	1.5031	3.38
41	0.9415	0.6699	1.49
42	2.1611	1.9546	4.41
43	0.9451	0.6524	1.45
44	1.8747	1.6476	3.71
45	0.9954	0.6996	1.56
46	2.0306	1.8081	4.07
47	1.0320	0.7303	1.62
48	2.0149	1.7861	4.02
49	1.0293	0.7161	1.59
50	1.8930	1.6512	3.71
51	1.0825	0.7674	1.71
52	1.9163	1.6736	3.76
53	1.0807	0.7594	1.69
54	1.8573	1.6065	3.61
55	1.1123	0.7915	1.76
56	1.7720	1.5126	3.39
57	1.1435	0.8260	1.84
58	1.7990	1.5399	3.46
59	1.2181	0.9092	2.03
60	1.8279	1.5718	3.53
61	1.1780	0.8602	1.91
62	2.0051	1.7588	3.95
63	1.2536	0.9394	2.09
64	2.0838	1.8405	4.14
65	1.2351	0.9121	2.03
66	1.9217	1.6636	3.74
67	1.2958	0.9768	2.18
68	1.9917	1.7380	3.91
69	1.2697	0.9411	2.09
70	1.8374	1.5668	3.52
71	1.3004	0.9760	2.17
72	1.9037	1.6383	3.68
73	1.3192	0.9967	2.22
74	1.9546	1.6928	3.80
75	1.3092	0.9826	2.19
76	1.9393	1.6768	3.77
77	1.3059	0.9790	2.18
78	1.9509	1.6879	3.79
79	1.2851	0.9499	2.11
80	1.8215	1.5453	3.47
81	1.3372	1.0127	2.26
82	1.8847	1.6150	3.62
83	1.3242	0.9951	2.22
84	1.7818	1.5025	3.37
85	1.3146	0.9836	2.19
86	1.8093	1.5322	3.44
