#Epoch	RMSE	MAE	MAPE(%)
1	0.2160	0.1623	1.35
2	0.2283	0.2212	1.84
3	0.1206	0.1159	0.97
4	0.1157	0.1133	0.95
5	0.1258	0.1060	0.88
6	0.1115	0.1071	0.89
7	0.1138	0.1036	0.86
8	0.0941	0.0912	0.76
9	0.1399	0.1336	1.11
10	0.0771	0.0698	0.58
11	0.0810	0.0795	0.66
12	0.0359	0.0325	0.27
13	0.0296	0.0271	0.23
14	0.0440	0.0402	0.34
15	0.0426	0.0346	0.29
16	0.0285	0.0277	0.23
17	0.0577	0.0492	0.41
18	0.0627	0.0602	0.50
19	0.0452	0.0428	0.36
20	0.0333	0.0233	0.19
21	0.0501	0.0481	0.40
22	0.0364	0.0328	0.27
23	0.0369	0.0285	0.24
24	0.0328	0.0257	0.21
25	0.0262	0.0242	0.20
26	0.0228	0.0211	0.18
27	0.0179	0.0176	0.15
28	0.0189	0.0165	0.14
29	0.0140	0.0119	0.10
30	0.0165	0.0141	0.12
31	0.0081	0.0072	0.06
32	0.0244	0.0223	0.19
33	0.0183	0.0157	0.13
34	0.0327	0.0189	0.16
35	0.0115	0.0110	0.09
36	0.0244	0.0217	0.18
37	0.0046	0.0038	0.03
38	0.0231	0.0186	0.16
39	0.0125	0.0110	0.09
40	0.0248	0.0225	0.19
41	0.0105	0.0092	0.08
42	0.0151	0.0110	0.09
43	0.0094	0.0091	0.08
44	0.0051	0.0047	0.04
45	0.0315	0.0275	0.23
46	0.0208	0.0184	0.15
47	0.0095	0.0079	0.07
48	0.0229	0.0208	0.17
49	0.0154	0.0126	0.11
50	0.0307	0.0300	0.25
51	0.0156	0.0120	0.10
52	0.0050	0.0042	0.04
53	0.0283	0.0189	0.16
54	0.0102	0.0083	0.07
55	0.0255	0.0208	0.17
56	0.0190	0.0161	0.13
57	0.0104	0.0085	0.07
58	0.0177	0.0135	0.11
59	0.0220	0.0178	0.15
60	0.0303	0.0280	0.23
61	0.0152	0.0145	0.12
62	0.0070	0.0057	0.05
63	0.0087	0.0069	0.06
64	0.0184	0.0173	0.14
65	0.0242	0.0224	0.19
66	0.0257	0.0210	0.17
67	0.0397	0.0347	0.29
68	0.0274	0.0231	0.19
69	0.0115	0.0084	0.07
70	0.0237	0.0194	0.16
71	0.0248	0.0235	0.20
72	0.0207	0.0180	0.15
73	0.0079	0.0077	0.06
74	0.0129	0.0099	0.08
75	0.0126	0.0109	0.09
76	0.0235	0.0217	0.18
77	0.0141	0.0125	0.10
78	0.0234	0.0223	0.19
79	0.0132	0.0118	0.10
80	0.0288	0.0282	0.24
81	0.0032	0.0021	0.02
82	0.0033	0.0027	0.02
83	0.0149	0.0123	0.10
84	0.0156	0.0150	0.12
85	0.0221	0.0216	0.18
86	0.0162	0.0158	0.13
87	0.0247	0.0225	0.19
88	0.0060	0.0050	0.04
89	0.0268	0.0266	0.22
90	0.0041	0.0040	0.03
91	0.0099	0.0097	0.08
92	0.0095	0.0089	0.07
93	0.0042	0.0038	0.03
94	0.0069	0.0060	0.05
95	0.0080	0.0065	0.05
96	0.0088	0.0076	0.06
97	0.0068	0.0053	0.04
98	0.0045	0.0036	0.03
99	0.0241	0.0241	0.20
100	0.0147	0.0147	0.12
101	0.0116	0.0114	0.10
102	0.0095	0.0095	0.08
103	0.0423	0.0422	0.35
104	0.0297	0.0296	0.25
105	0.0293	0.0292	0.24
106	0.0202	0.0198	0.17
107	0.0118	0.0114	0.10
108	0.0092	0.0090	0.08
109	0.0036	0.0032	0.03
110	0.0305	0.0304	0.25
111	0.0344	0.0343	0.29
112	0.0105	0.0105	0.09
113	0.0122	0.0120	0.10
114	0.0085	0.0084	0.07
115	0.0018	0.0018	0.01
116	0.0014	0.0012	0.01
117	0.0126	0.0125	0.10
118	0.0048	0.0044	0.04
119	0.0021	0.0019	0.02
120	0.0069	0.0055	0.05
121	0.0071	0.0066	0.05
122	0.0186	0.0186	0.15
123	0.0124	0.0109	0.09
124	0.0088	0.0088	0.07
125	0.0046	0.0040	0.03
126	0.0054	0.0046	0.04
127	0.0079	0.0069	0.06
128	0.0254	0.0253	0.21
129	0.0019	0.0018	0.01
130	0.0021	0.0016	0.01
