#Epoch	RMSE	MAE	MAPE(%)
1	2.0060	1.9465	11.63
2	1.9730	1.9166	11.45
3	2.3214	2.2774	13.59
4	2.1788	2.1338	12.74
5	2.1273	2.0837	12.44
6	2.0493	2.0066	11.98
7	1.9656	1.9239	11.48
8	1.8710	1.8300	10.92
9	1.7649	1.7247	10.30
10	1.6476	1.6076	9.60
11	1.5209	1.4803	8.84
12	1.3857	1.3436	8.03
13	1.2471	1.2023	7.18
14	1.1094	1.0609	6.34
15	0.9813	0.9284	5.55
16	0.8749	0.8225	4.92
17	0.7921	0.7427	4.45
18	0.7322	0.6853	4.11
19	0.6914	0.6458	3.87
20	0.6652	0.6202	3.72
21	0.6481	0.6037	3.62
22	0.6363	0.5921	3.55
23	0.6270	0.5830	3.50
24	0.6180	0.5742	3.44
25	0.6025	0.5587	3.35
26	0.6082	0.5637	3.38
27	0.6055	0.5611	3.37
28	0.5992	0.5548	3.33
29	0.5932	0.5488	3.29
30	0.5876	0.5431	3.26
31	0.5830	0.5384	3.23
32	0.5785	0.5337	3.20
33	0.5747	0.5298	3.18
34	0.5712	0.5260	3.16
35	0.5678	0.5224	3.14
36	0.5644	0.5187	3.11
37	0.5612	0.5153	3.09
38	0.5582	0.5120	3.07
39	0.5555	0.5089	3.06
40	0.5529	0.5060	3.04
41	0.5505	0.5032	3.02
42	0.5483	0.5007	3.01
43	0.5462	0.4983	2.99
44	0.5440	0.4956	2.98
45	0.5421	0.4933	2.96
46	0.5408	0.4915	2.95
47	0.5392	0.4895	2.94
48	0.5380	0.4878	2.93
49	0.5370	0.4863	2.92
50	0.5361	0.4849	2.91
51	0.5350	0.4832	2.91
52	0.5346	0.4824	2.90
53	0.5341	0.4813	2.89
54	0.5337	0.4803	2.89
55	0.5335	0.4795	2.88
56	0.5334	0.4789	2.88
57	0.5335	0.4784	2.88
58	0.5337	0.4780	2.88
59	0.5339	0.4777	2.87
60	0.5343	0.4775	2.87
61	0.5345	0.4771	2.87
62	0.5348	0.4769	2.87
63	0.5354	0.4770	2.87
64	0.5362	0.4772	2.87
65	0.5370	0.4775	2.87
66	0.5378	0.4779	2.88
67	0.5385	0.4781	2.88
68	0.5393	0.4784	2.88
69	0.5403	0.4790	2.88
70	0.5414	0.4796	2.89
71	0.5425	0.4803	2.89
72	0.5437	0.4811	2.90
73	0.5444	0.4813	2.90
74	0.5453	0.4816	2.90
