#Epoch	RMSE	MAE	MAPE(%)
1	0.7301	0.6116	3.60
2	1.3340	1.2985	7.64
3	0.8713	0.7795	4.59
4	1.1618	1.1003	6.47
5	1.4706	1.4151	8.32
6	0.9833	0.9640	5.67
7	1.0483	1.0327	6.07
8	0.9703	0.9347	5.50
9	0.4976	0.4752	2.80
10	0.2668	0.2561	1.51
11	0.4475	0.3783	2.23
12	0.8161	0.7160	4.21
13	0.2385	0.2200	1.29
14	0.5211	0.4363	2.57
15	0.2585	0.2526	1.49
16	0.3068	0.2415	1.42
17	0.6269	0.5863	3.45
18	0.4558	0.4033	2.37
19	0.2982	0.2894	1.70
20	0.3296	0.2937	1.73
21	0.3172	0.2750	1.62
22	0.3282	0.3215	1.89
23	0.6336	0.5784	3.40
24	0.6173	0.5721	3.37
25	0.4011	0.3446	2.03
26	0.4024	0.3550	2.09
27	0.4045	0.3697	2.17
28	0.2884	0.2343	1.38
29	0.0992	0.0866	0.51
30	0.4593	0.4589	2.70
31	0.4305	0.4054	2.38
32	0.4164	0.4092	2.41
33	0.5816	0.5594	3.29
34	0.6340	0.6302	3.71
35	0.6054	0.5979	3.52
36	0.4801	0.4729	2.78
37	0.6026	0.5999	3.53
38	0.5476	0.5330	3.14
39	0.6079	0.5972	3.51
40	0.5997	0.5822	3.42
41	0.6414	0.6283	3.70
42	0.6826	0.6666	3.92
43	0.6759	0.6680	3.93
44	0.5200	0.5064	2.98
45	0.6601	0.6537	3.85
46	0.6429	0.6340	3.73
47	0.6566	0.6514	3.83
48	0.6184	0.6140	3.61
49	0.6651	0.6632	3.90
50	0.5527	0.5474	3.22
51	0.5952	0.5918	3.48
52	0.5557	0.5520	3.25
53	0.6099	0.6082	3.58
54	0.6087	0.6040	3.55
55	0.6971	0.6927	4.07
56	0.6136	0.6092	3.58
57	0.6582	0.6566	3.86
58	0.5682	0.5641	3.32
59	1.4039	1.4026	8.25
60	0.9848	0.9818	5.78
61	1.2558	1.2487	7.35
62	0.7625	0.7590	4.46
63	0.6776	0.6767	3.98
64	0.7078	0.7057	4.15
65	0.6361	0.6358	3.74
66	0.6895	0.6878	4.05
67	0.6671	0.6655	3.91
68	0.6657	0.6634	3.90
69	0.5998	0.5985	3.52
70	0.5838	0.5825	3.43
71	0.5925	0.5918	3.48
72	0.6869	0.6861	4.04
73	0.7273	0.7260	4.27
74	0.6890	0.6882	4.05
75	0.7098	0.7084	4.17
76	0.6300	0.6283	3.70
77	0.6930	0.6920	4.07
78	0.5514	0.5494	3.23
79	0.7587	0.7566	4.45
80	0.5702	0.5690	3.35
81	0.5761	0.5750	3.38
82	0.5113	0.5107	3.00
83	0.6464	0.6454	3.80
84	0.4409	0.4405	2.59
85	0.6464	0.6446	3.79
86	0.4556	0.4544	2.67
87	0.6122	0.6100	3.59
88	0.5820	0.5813	3.42
89	0.6511	0.6495	3.82
90	0.6766	0.6746	3.97
91	0.6338	0.6326	3.72
92	0.6295	0.6262	3.68
93	0.5659	0.5654	3.33
94	0.6514	0.6463	3.80
95	0.5756	0.5726	3.37
96	0.5485	0.5466	3.22
97	0.6167	0.6120	3.60
98	0.5413	0.5373	3.16
99	0.5647	0.5601	3.29
100	0.5633	0.5512	3.24
101	0.4032	0.3987	2.35
