#Epoch	RMSE	MAE	MAPE(%)
1	0.2770	0.2219	3.73
2	0.2931	0.2392	4.01
3	0.3124	0.2602	4.36
4	0.3383	0.2900	4.84
5	0.3478	0.2960	4.95
6	0.3490	0.2927	4.90
7	0.3669	0.3113	5.21
8	0.3746	0.3172	5.31
9	0.3980	0.3433	5.73
10	0.4174	0.3630	6.06
11	0.4464	0.3946	6.57
12	0.4714	0.4215	7.01
13	0.4772	0.4209	7.01
14	0.4852	0.4247	7.08
15	0.4827	0.4158	6.95
16	0.4849	0.4153	6.94
17	0.4929	0.4185	7.01
18	0.5014	0.4248	7.12
19	0.5105	0.4300	7.21
20	0.5275	0.4458	7.47
21	0.5443	0.4623	7.74
22	0.5536	0.4725	7.91
23	0.5652	0.4846	8.11
24	0.5691	0.4909	8.21
25	0.5885	0.5149	8.59
26	0.5830	0.5138	8.56
27	0.5983	0.5326	8.86
28	0.5943	0.5319	8.84
29	0.5985	0.5378	8.93
30	0.5844	0.5237	8.70
31	0.5798	0.5214	8.66
32	0.5645	0.5044	8.38
33	0.5584	0.4984	8.28
34	0.5530	0.4939	8.21
35	0.5429	0.4820	8.02
36	0.5278	0.4620	7.70
37	0.5304	0.4686	7.79
38	0.5063	0.4414	7.35
39	0.4970	0.4314	7.19
40	0.4829	0.4185	6.97
41	0.4547	0.3902	6.51
42	0.4267	0.3651	6.09
43	0.3996	0.3402	5.68
44	0.3850	0.3287	5.49
45	0.3871	0.3331	5.57
46	0.3882	0.3327	5.57
47	0.3845	0.3302	5.52
48	0.3783	0.3209	5.38
49	0.3828	0.3301	5.52
50	0.3655	0.3125	5.23
51	0.3598	0.3079	5.15
52	0.3444	0.2935	4.91
53	0.3273	0.2763	4.63
54	0.3222	0.2720	4.56
55	0.3124	0.2628	4.41
56	0.3098	0.2611	4.38
57	0.3104	0.2613	4.38
58	0.3077	0.2579	4.33
59	0.3078	0.2595	4.35
60	0.2978	0.2525	4.23
61	0.2853	0.2379	3.99
62	0.2870	0.2421	4.06
63	0.2865	0.2428	4.07
64	0.2686	0.2241	3.76
65	0.2698	0.2239	3.76
66	0.2800	0.2350	3.94
67	0.2797	0.2341	3.93
68	0.2819	0.2355	3.95
69	0.2662	0.2223	3.73
70	0.2551	0.2107	3.54
71	0.2597	0.2153	3.62
72	0.2589	0.2152	3.61
73	0.2574	0.2154	3.61
74	0.2436	0.2034	3.41
75	0.2355	0.1955	3.28
76	0.2309	0.1925	3.23
77	0.2259	0.1843	3.10
78	0.2525	0.2093	3.52
79	0.2410	0.1978	3.33
80	0.2408	0.1993	3.35
81	0.2437	0.2037	3.42
82	0.2338	0.1941	3.26
83	0.2321	0.1926	3.23
84	0.2297	0.1910	3.21
85	0.2235	0.1835	3.09
86	0.2283	0.1895	3.18
87	0.2235	0.1859	3.12
88	0.2190	0.1810	3.04
89	0.2101	0.1722	2.90
90	0.2243	0.1857	3.12
91	0.2021	0.1655	2.78
92	0.2114	0.1743	2.93
93	0.1960	0.1593	2.68
94	0.2138	0.1766	2.97
95	0.1956	0.1590	2.68
96	0.1890	0.1552	2.61
97	0.1794	0.1469	2.47
98	0.1774	0.1453	2.44
99	0.1698	0.1376	2.32
100	0.1696	0.1383	2.33
101	0.1651	0.1350	2.27
102	0.1485	0.1188	2.00
103	0.1652	0.1358	2.28
104	0.1510	0.1209	2.04
105	0.1521	0.1235	2.08
106	0.1436	0.1147	1.93
107	0.1544	0.1269	2.13
108	0.1282	0.1017	1.71
109	0.1406	0.1132	1.90
110	0.1444	0.1170	1.97
111	0.1314	0.1054	1.77
112	0.1329	0.1058	1.78
113	0.1482	0.1196	2.01
114	0.1477	0.1194	2.01
115	0.1368	0.1101	1.85
116	0.1340	0.1068	1.79
117	0.1234	0.0987	1.66
118	0.1190	0.0955	1.60
119	0.1026	0.0805	1.35
120	0.0930	0.0723	1.21
121	0.0908	0.0710	1.19
122	0.0612	0.0441	0.74
123	0.0529	0.0380	0.63
124	0.0674	0.0494	0.83
125	0.0647	0.0468	0.78
126	0.0646	0.0468	0.78
127	0.0893	0.0700	1.17
128	0.0827	0.0643	1.08
129	0.0733	0.0551	0.92
130	0.0675	0.0498	0.83
131	0.0606	0.0434	0.72
132	0.0609	0.0443	0.74
133	0.0605	0.0438	0.73
134	0.0599	0.0435	0.72
135	0.0604	0.0442	0.74
136	0.0554	0.0411	0.68
137	0.0691	0.0509	0.85
138	0.0560	0.0418	0.70
139	0.0443	0.0348	0.58
140	0.0448	0.0353	0.58
141	0.0417	0.0343	0.56
142	0.0426	0.0339	0.56
143	0.0503	0.0389	0.64
144	0.0437	0.0342	0.56
145	0.0412	0.0334	0.55
146	0.0582	0.0456	0.75
147	0.0672	0.0532	0.88
148	0.0757	0.0597	0.99
149	0.0590	0.0451	0.74
150	0.0602	0.0467	0.77
151	0.0556	0.0426	0.70
152	0.0467	0.0356	0.59
153	0.0743	0.0591	0.98
154	0.0713	0.0558	0.92
155	0.0590	0.0449	0.74
156	0.0581	0.0437	0.72
157	0.0681	0.0540	0.89
158	0.0603	0.0457	0.76
159	0.0556	0.0408	0.68
160	0.0520	0.0401	0.66
161	0.0603	0.0445	0.74
162	0.0734	0.0564	0.93
163	0.0697	0.0517	0.86
164	0.0741	0.0567	0.94
165	0.0851	0.0670	1.11
166	0.1283	0.1024	1.71
167	0.1325	0.1094	1.82
168	0.1660	0.1373	2.29
169	0.1787	0.1474	2.47
170	0.1470	0.1178	1.97
171	0.1336	0.1077	1.80
172	0.1589	0.1295	2.17
173	0.1633	0.1323	2.22
174	0.1548	0.1237	2.08
175	0.1644	0.1340	2.24
176	0.1334	0.1055	1.77
177	0.1646	0.1335	2.24
178	0.1820	0.1491	2.50
179	0.1886	0.1556	2.60
180	0.1978	0.1635	2.74
181	0.1886	0.1517	2.55
182	0.1525	0.1193	2.01
183	0.1389	0.1092	1.83
184	0.1718	0.1410	2.36
185	0.1718	0.1392	2.33
186	0.1608	0.1295	2.17
187	0.1896	0.1544	2.59
188	0.1657	0.1336	2.24
189	0.1875	0.1532	2.57
190	0.1931	0.1582	2.65
191	0.1984	0.1610	2.70
192	0.1791	0.1440	2.42
193	0.1790	0.1444	2.42
194	0.2031	0.1678	2.81
195	0.2027	0.1628	2.73
196	0.2081	0.1684	2.83
197	0.1838	0.1492	2.50
198	0.2265	0.1849	3.10
199	0.2288	0.1865	3.13
200	0.1865	0.1503	2.52
