#Epoch	RMSE	MAE	MAPE(%)
1	1.5135	1.5105	4.36
2	0.3333	0.3319	0.96
3	0.1510	0.1348	0.39
4	0.0271	0.0234	0.07
5	0.0350	0.0261	0.08
6	0.0541	0.0452	0.13
7	0.0826	0.0779	0.22
8	0.1069	0.1041	0.30
9	0.1245	0.1227	0.35
10	0.1320	0.1307	0.38
11	0.1304	0.1295	0.37
12	0.1213	0.1206	0.35
13	0.1073	0.1068	0.31
14	0.0917	0.0913	0.26
15	0.0799	0.0795	0.23
16	0.0708	0.0705	0.20
17	0.0649	0.0646	0.19
18	0.0600	0.0598	0.17
19	0.0555	0.0553	0.16
20	0.0512	0.0510	0.15
21	0.0468	0.0467	0.13
22	0.0423	0.0422	0.12
23	0.0377	0.0375	0.11
24	0.0331	0.0329	0.09
25	0.0278	0.0277	0.08
26	0.0235	0.0234	0.07
27	0.0196	0.0195	0.06
28	0.0150	0.0149	0.04
29	0.0100	0.0098	0.03
30	0.0048	0.0044	0.01
31	0.0018	0.0017	0.01
32	0.0049	0.0046	0.01
33	0.0103	0.0102	0.03
34	0.0152	0.0152	0.04
35	0.0198	0.0198	0.06
36	0.0240	0.0240	0.07
37	0.0288	0.0287	0.08
38	0.0323	0.0323	0.09
39	0.0359	0.0358	0.10
40	0.0390	0.0390	0.11
41	0.0429	0.0429	0.12
42	0.0463	0.0463	0.13
43	0.0481	0.0481	0.14
44	0.0494	0.0494	0.14
45	0.0520	0.0519	0.15
46	0.0536	0.0536	0.15
47	0.0543	0.0543	0.16
48	0.0551	0.0550	0.16
49	0.0564	0.0563	0.16
50	0.0572	0.0572	0.16
51	0.0577	0.0577	0.17
52	0.0606	0.0605	0.17
53	0.0655	0.0654	0.19
54	0.0282	0.0279	0.08
55	0.0044	0.0042	0.01
56	0.0519	0.0517	0.15
57	0.0106	0.0097	0.03
58	0.0543	0.0541	0.16
59	0.0210	0.0206	0.06
60	0.0519	0.0517	0.15
61	0.0230	0.0226	0.07
62	0.0366	0.0363	0.10
63	0.0233	0.0229	0.07
64	0.0420	0.0417	0.12
65	0.0409	0.0406	0.12
66	0.0443	0.0441	0.13
67	0.0481	0.0479	0.14
68	0.0524	0.0522	0.15
69	0.0548	0.0546	0.16
70	0.0563	0.0562	0.16
71	0.0593	0.0592	0.17
72	0.0587	0.0586	0.17
73	0.0604	0.0603	0.17
74	0.0605	0.0604	0.17
75	0.0582	0.0581	0.17
76	0.0592	0.0591	0.17
77	0.0588	0.0587	0.17
78	0.0575	0.0574	0.17
79	0.0563	0.0563	0.16
80	0.0555	0.0554	0.16
81	0.0538	0.0538	0.16
82	0.0526	0.0525	0.15
83	0.0517	0.0516	0.15
84	0.0499	0.0498	0.14
85	0.0490	0.0490	0.14
86	0.0478	0.0477	0.14
87	0.0459	0.0459	0.13
88	0.0473	0.0473	0.14
89	0.0427	0.0427	0.12
90	0.0445	0.0445	0.13
91	0.0406	0.0405	0.12
92	0.0425	0.0425	0.12
93	0.0388	0.0387	0.11
94	0.0411	0.0411	0.12
95	0.0393	0.0392	0.11
96	0.0418	0.0418	0.12
97	0.0367	0.0366	0.11
98	0.0403	0.0402	0.12
99	0.0353	0.0352	0.10
100	0.0394	0.0393	0.11
101	0.0346	0.0345	0.10
102	0.0388	0.0387	0.11
103	0.0345	0.0344	0.10
104	0.0386	0.0385	0.11
105	0.0352	0.0351	0.10
106	0.0388	0.0387	0.11
107	0.0381	0.0380	0.11
108	0.0388	0.0387	0.11
109	0.0357	0.0355	0.10
110	0.0477	0.0476	0.14
111	0.0293	0.0291	0.08
112	0.0464	0.0462	0.13
113	0.0317	0.0316	0.09
114	0.0465	0.0463	0.13
115	0.0331	0.0329	0.09
116	0.0463	0.0462	0.13
117	0.0368	0.0366	0.11
118	0.0482	0.0480	0.14
119	0.0399	0.0397	0.11
120	0.0490	0.0488	0.14
121	0.0400	0.0397	0.11
122	0.0515	0.0513	0.15
123	0.0406	0.0404	0.12
124	0.0529	0.0527	0.15
125	0.0054	0.0047	0.01
126	0.0572	0.0570	0.16
127	0.0485	0.0483	0.14
128	0.0476	0.0473	0.14
129	0.0486	0.0484	0.14
130	0.0503	0.0501	0.14
131	0.0497	0.0494	0.14
132	0.0470	0.0467	0.13
133	0.0503	0.0500	0.14
134	0.0506	0.0503	0.15
135	0.0496	0.0493	0.14
136	0.0489	0.0487	0.14
137	0.0501	0.0498	0.14
138	0.0518	0.0515	0.15
139	0.0512	0.0509	0.15
140	0.0502	0.0499	0.14
141	0.0487	0.0484	0.14
142	0.0498	0.0494	0.14
143	0.0539	0.0536	0.15
144	0.0540	0.0537	0.15
145	0.0458	0.0454	0.13
146	0.0479	0.0475	0.14
147	0.0559	0.0555	0.16
148	0.0558	0.0556	0.16
149	0.0527	0.0524	0.15
150	0.0503	0.0499	0.14
151	0.0577	0.0574	0.17
152	0.0469	0.0465	0.13
153	0.0490	0.0487	0.14
154	0.0539	0.0536	0.15
155	0.0540	0.0536	0.15
156	0.0583	0.0580	0.17
157	0.0418	0.0415	0.12
158	0.0364	0.0359	0.10
159	0.0450	0.0443	0.13
160	0.0494	0.0490	0.14
161	0.0485	0.0482	0.14
162	0.0472	0.0467	0.13
163	0.0528	0.0523	0.15
164	0.0489	0.0485	0.14
165	0.0423	0.0419	0.12
166	0.0452	0.0447	0.13
167	0.0474	0.0468	0.14
168	0.0538	0.0534	0.15
169	0.0502	0.0498	0.14
170	0.0197	0.0188	0.05
171	0.0176	0.0150	0.04
172	0.0346	0.0335	0.10
173	0.0451	0.0446	0.13
174	0.0380	0.0375	0.11
175	0.0079	0.0072	0.02
176	0.0125	0.0108	0.03
177	0.0345	0.0335	0.10
178	0.0410	0.0405	0.12
179	0.0377	0.0369	0.11
180	0.0452	0.0446	0.13
181	0.0403	0.0398	0.11
182	0.0243	0.0234	0.07
183	0.0108	0.0092	0.03
184	0.0123	0.0100	0.03
185	0.0303	0.0292	0.08
186	0.0424	0.0419	0.12
187	0.0445	0.0440	0.13
188	0.0343	0.0336	0.10
189	0.0175	0.0161	0.05
190	0.0140	0.0113	0.03
191	0.0355	0.0347	0.10
192	0.0472	0.0467	0.13
193	0.0295	0.0287	0.08
194	0.0190	0.0170	0.05
195	0.0362	0.0354	0.10
196	0.0323	0.0317	0.09
197	0.0081	0.0072	0.02
198	0.0147	0.0131	0.04
199	0.0266	0.0253	0.07
200	0.0329	0.0322	0.09
