#Epoch	RMSE	MAE	MAPE(%)
1	1.0054	0.9043	5.32
2	0.3414	0.2816	1.66
3	0.4358	0.3863	2.27
4	0.3386	0.3295	1.94
5	0.1737	0.1715	1.01
6	0.1520	0.1323	0.78
7	0.0902	0.0790	0.46
8	0.0753	0.0550	0.32
9	0.1109	0.1059	0.62
10	0.0687	0.0685	0.40
11	0.2839	0.2572	1.51
12	0.3330	0.3203	1.88
13	0.1279	0.1257	0.74
14	0.1316	0.1217	0.72
15	0.1509	0.1460	0.86
16	0.1349	0.1314	0.77
17	0.2446	0.2390	1.41
18	0.5125	0.5002	2.94
19	0.1076	0.1027	0.60
20	0.2845	0.2802	1.65
21	0.0413	0.0401	0.24
22	0.1267	0.1250	0.74
23	0.2324	0.2319	1.36
24	0.1362	0.1353	0.80
25	0.1591	0.1590	0.94
26	0.2272	0.2263	1.33
27	0.3369	0.3367	1.98
28	0.0693	0.0688	0.40
29	0.2527	0.2525	1.49
30	0.2495	0.2493	1.47
31	0.0477	0.0460	0.27
32	0.0346	0.0341	0.20
33	0.0799	0.0773	0.45
34	0.0335	0.0318	0.19
35	0.3360	0.3352	1.97
36	0.1717	0.1648	0.97
37	0.1625	0.1480	0.87
38	0.4931	0.4898	2.88
39	0.3895	0.3732	2.20
40	0.1031	0.1005	0.59
41	0.1307	0.1302	0.77
42	0.1366	0.1361	0.80
43	0.0620	0.0608	0.36
44	0.1058	0.1057	0.62
45	0.1840	0.1830	1.08
46	0.2270	0.2264	1.33
47	0.2355	0.2353	1.38
48	0.4103	0.4096	2.41
49	0.2465	0.2440	1.44
50	0.1328	0.1323	0.78
51	0.0860	0.0841	0.49
52	0.0761	0.0748	0.44
53	0.2627	0.2623	1.54
54	0.1272	0.1257	0.74
55	0.2011	0.2003	1.18
56	0.1328	0.1324	0.78
57	0.1065	0.1063	0.63
58	0.1060	0.1057	0.62
59	0.1421	0.1412	0.83
60	0.4279	0.4279	2.52
61	0.1103	0.1076	0.63
62	0.2259	0.2250	1.32
63	0.3511	0.3505	2.06
64	0.3968	0.3965	2.33
65	0.3144	0.3131	1.84
66	0.1941	0.1938	1.14
67	0.1178	0.1174	0.69
68	0.1706	0.1698	1.00
69	0.1393	0.1388	0.82
70	0.1524	0.1510	0.89
71	0.1003	0.0969	0.57
