#Epoch	RMSE	MAE	MAPE(%)
1	0.4576	0.3486	4.61
2	0.4481	0.3320	4.38
3	0.4480	0.3372	4.46
4	0.4428	0.3310	4.37
5	0.4386	0.3269	4.31
6	0.4339	0.3225	4.25
7	0.4289	0.3177	4.19
8	0.4235	0.3126	4.12
9	0.4173	0.3068	4.04
10	0.4075	0.2974	3.91
11	0.4000	0.2913	3.83
12	0.3898	0.2813	3.70
13	0.3786	0.2707	3.55
14	0.3663	0.2590	3.40
15	0.3530	0.2463	3.22
16	0.3389	0.2328	3.04
17	0.3247	0.2191	2.86
18	0.3107	0.2057	2.68
19	0.2974	0.1932	2.51
20	0.2850	0.1820	2.36
21	0.2739	0.1726	2.23
22	0.2640	0.1650	2.13
23	0.2550	0.1590	2.05
24	0.2470	0.1543	1.99
25	0.2397	0.1506	1.94
26	0.2330	0.1477	1.91
27	0.2269	0.1455	1.88
28	0.2213	0.1438	1.86
29	0.2162	0.1431	1.86
30	0.2116	0.1424	1.85
31	0.2072	0.1425	1.86
32	0.2029	0.1422	1.86
33	0.1992	0.1420	1.86
34	0.1962	0.1422	1.86
35	0.1935	0.1423	1.87
36	0.1912	0.1422	1.87
37	0.1893	0.1423	1.88
38	0.1877	0.1424	1.88
39	0.1856	0.1415	1.87
40	0.1841	0.1410	1.87
41	0.1829	0.1407	1.86
42	0.1818	0.1406	1.87
43	0.1801	0.1393	1.85
44	0.1782	0.1378	1.83
45	0.1771	0.1368	1.82
46	0.1758	0.1357	1.80
47	0.1739	0.1341	1.78
48	0.1727	0.1329	1.77
49	0.1709	0.1314	1.75
50	0.1696	0.1303	1.73
51	0.1683	0.1290	1.72
52	0.1664	0.1274	1.70
53	0.1651	0.1262	1.68
54	0.1634	0.1243	1.66
55	0.1621	0.1232	1.64
56	0.1606	0.1216	1.62
57	0.1594	0.1206	1.61
58	0.1577	0.1189	1.59
59	0.1561	0.1172	1.56
60	0.1552	0.1164	1.55
61	0.1537	0.1150	1.54
62	0.1523	0.1136	1.52
63	0.1506	0.1120	1.49
64	0.1496	0.1108	1.48
65	0.1480	0.1098	1.47
66	0.1467	0.1085	1.45
67	0.1454	0.1071	1.43
68	0.1437	0.1052	1.40
69	0.1423	0.1041	1.39
70	0.1407	0.1027	1.37
71	0.1392	0.1014	1.35
72	0.1379	0.1002	1.33
73	0.1369	0.0993	1.32
74	0.1359	0.0987	1.32
75	0.1345	0.0974	1.30
76	0.1337	0.0967	1.29
77	0.1324	0.0956	1.27
78	0.1320	0.0955	1.27
79	0.1313	0.0953	1.27
80	0.1303	0.0944	1.26
81	0.1300	0.0943	1.25
82	0.1290	0.0933	1.24
83	0.1289	0.0939	1.25
84	0.1283	0.0933	1.24
85	0.1277	0.0927	1.23
86	0.1279	0.0933	1.24
87	0.1274	0.0929	1.24
88	0.1272	0.0927	1.23
89	0.1272	0.0931	1.24
90	0.1267	0.0923	1.23
91	0.1266	0.0926	1.23
92	0.1260	0.0917	1.22
93	0.1260	0.0921	1.23
94	0.1258	0.0920	1.22
95	0.1257	0.0919	1.22
96	0.1250	0.0911	1.21
97	0.1254	0.0918	1.22
98	0.1249	0.0910	1.21
99	0.1244	0.0904	1.20
100	0.1247	0.0907	1.21
101	0.1244	0.0907	1.21
102	0.1244	0.0906	1.21
103	0.1241	0.0904	1.20
104	0.1238	0.0896	1.19
105	0.1241	0.0903	1.20
106	0.1239	0.0899	1.20
107	0.1242	0.0903	1.20
108	0.1242	0.0904	1.20
109	0.1244	0.0905	1.21
110	0.1243	0.0902	1.20
111	0.1237	0.0895	1.19
112	0.1240	0.0900	1.20
113	0.1241	0.0900	1.20
114	0.1238	0.0899	1.20
115	0.1237	0.0897	1.19
116	0.1236	0.0896	1.19
117	0.1237	0.0898	1.20
118	0.1235	0.0895	1.19
119	0.1235	0.0899	1.20
120	0.1236	0.0897	1.19
121	0.1232	0.0895	1.19
122	0.1235	0.0895	1.19
123	0.1232	0.0898	1.20
124	0.1231	0.0891	1.19
125	0.1232	0.0899	1.20
126	0.1232	0.0894	1.19
127	0.1233	0.0901	1.20
128	0.1234	0.0898	1.20
129	0.1231	0.0899	1.20
