#Epoch	RMSE	MAE	MAPE(%)
1	0.3315	0.2747	3.93
2	0.4168	0.3947	5.71
3	0.3726	0.3407	4.91
4	0.3836	0.3563	5.15
5	0.3803	0.3534	5.10
6	0.3816	0.3565	5.15
7	0.3800	0.3563	5.15
8	0.3772	0.3549	5.13
9	0.3704	0.3492	5.05
10	0.3582	0.3375	4.88
11	0.3339	0.3120	4.51
12	0.2959	0.2693	3.88
13	0.2484	0.2078	2.97
14	0.2230	0.1709	2.43
15	0.2176	0.1658	2.35
16	0.2149	0.1637	2.32
17	0.2119	0.1610	2.28
18	0.2094	0.1599	2.27
19	0.2071	0.1592	2.26
20	0.2048	0.1584	2.25
21	0.2022	0.1561	2.22
22	0.1995	0.1539	2.18
23	0.1971	0.1520	2.16
24	0.1947	0.1501	2.13
25	0.1927	0.1486	2.11
26	0.1909	0.1476	2.09
27	0.1894	0.1470	2.09
28	0.1880	0.1465	2.08
29	0.1867	0.1461	2.08
30	0.1854	0.1458	2.07
31	0.1841	0.1452	2.06
32	0.1827	0.1443	2.05
33	0.1811	0.1432	2.03
34	0.1794	0.1416	2.01
35	0.1772	0.1389	1.97
36	0.1757	0.1375	1.95
37	0.1736	0.1351	1.92
38	0.1715	0.1325	1.88
39	0.1693	0.1298	1.84
40	0.1672	0.1269	1.80
41	0.1651	0.1241	1.76
42	0.1630	0.1213	1.72
43	0.1622	0.1208	1.71
44	0.1595	0.1171	1.66
45	0.1622	0.1250	1.77
46	0.1606	0.1243	1.77
47	0.1556	0.1105	1.56
48	0.1556	0.1164	1.65
49	0.1598	0.1282	1.83
50	0.1627	0.1356	1.94
51	0.1616	0.1358	1.94
52	0.1525	0.1162	1.65
53	0.1532	0.1233	1.76
54	0.1465	0.1054	1.49
55	0.1518	0.1241	1.77
56	0.1472	0.1132	1.61
57	0.1540	0.1317	1.88
58	0.1483	0.1193	1.70
59	0.1565	0.1378	1.98
60	0.1565	0.1366	1.96
61	0.1642	0.1504	2.17
62	0.1879	0.1785	2.58
63	0.1882	0.1796	2.60
64	0.2067	0.1992	2.89
65	0.2272	0.2207	3.21
66	0.1779	0.1699	2.47
67	0.1623	0.1529	2.22
68	0.1906	0.1832	2.66
69	0.2286	0.2221	3.24
70	0.2641	0.2575	3.76
71	0.2338	0.2279	3.32
72	0.2401	0.2339	3.41
73	0.2362	0.2300	3.35
74	0.2309	0.2248	3.28
75	0.2214	0.2152	3.14
76	0.2108	0.2045	2.98
77	0.2034	0.1969	2.87
78	0.1940	0.1873	2.72
79	0.1876	0.1806	2.63
80	0.1753	0.1677	2.44
81	0.1747	0.1669	2.42
82	0.1653	0.1569	2.28
83	0.1611	0.1525	2.21
84	0.1553	0.1462	2.12
85	0.1499	0.1397	2.02
86	0.1440	0.1333	1.93
87	0.1464	0.1361	1.97
88	0.1431	0.1325	1.92
89	0.1437	0.1331	1.93
90	0.1426	0.1319	1.91
91	0.1425	0.1320	1.91
92	0.1428	0.1328	1.92
93	0.1512	0.1423	2.06
94	0.1472	0.1378	1.99
95	0.1536	0.1450	2.10
96	0.1494	0.1402	2.03
97	0.1550	0.1465	2.12
98	0.1493	0.1401	2.03
99	0.1481	0.1393	2.02
100	0.1503	0.1414	2.05
101	0.1429	0.1333	1.93
102	0.1519	0.1429	2.07
103	0.1440	0.1344	1.94
104	0.1449	0.1349	1.95
105	0.1475	0.1381	2.00
106	0.1429	0.1328	1.92
107	0.1411	0.1310	1.89
108	0.1492	0.1399	2.02
109	0.1351	0.1247	1.80
110	0.1486	0.1391	2.01
111	0.1465	0.1368	1.98
112	0.1315	0.1205	1.74
113	0.1541	0.1443	2.09
114	0.1488	0.1392	2.01
115	0.1354	0.1247	1.80
116	0.1609	0.1511	2.18
117	0.1504	0.1406	2.03
118	0.1440	0.1337	1.93
119	0.1695	0.1597	2.31
120	0.1388	0.1283	1.85
121	0.1632	0.1530	2.21
122	0.1638	0.1541	2.23
123	0.1356	0.1242	1.79
124	0.1798	0.1705	2.47
125	0.1370	0.1249	1.80
126	0.1582	0.1483	2.14
127	0.1761	0.1657	2.40
128	0.1204	0.1083	1.56
129	0.1770	0.1674	2.42
130	0.1453	0.1338	1.93
131	0.1476	0.1382	2.00
132	0.1734	0.1634	2.36
133	0.1160	0.1023	1.47
134	0.1689	0.1599	2.31
135	0.1281	0.1146	1.65
136	0.1498	0.1413	2.04
137	0.1558	0.1445	2.08
138	0.1200	0.1097	1.58
139	0.1561	0.1460	2.11
140	0.1015	0.0841	1.20
141	0.1430	0.1347	1.95
142	0.1249	0.1121	1.61
143	0.1278	0.1185	1.71
144	0.1499	0.1384	1.99
145	0.1004	0.0838	1.20
146	0.1328	0.1239	1.79
147	0.1107	0.0963	1.38
148	0.1276	0.1185	1.71
149	0.1335	0.1209	1.74
150	0.0998	0.0843	1.21
151	0.1329	0.1225	1.77
152	0.0995	0.0829	1.19
153	0.1281	0.1172	1.69
154	0.1310	0.1159	1.66
155	0.1061	0.0926	1.33
156	0.1393	0.1269	1.83
157	0.0999	0.0827	1.18
158	0.1346	0.1226	1.77
159	0.1240	0.1077	1.54
160	0.1170	0.1049	1.51
161	0.1375	0.1239	1.78
162	0.1027	0.0863	1.24
163	0.1403	0.1285	1.85
164	0.1100	0.0932	1.33
165	0.1236	0.1118	1.61
166	0.1399	0.1256	1.81
167	0.1039	0.0879	1.26
