#Epoch	RMSE	MAE	MAPE(%)
1	0.4119	0.3746	3.83
2	0.6890	0.6663	6.81
3	0.7116	0.6646	6.80
4	0.4864	0.4379	4.48
5	0.8085	0.7210	7.37
6	1.1469	1.0410	10.64
7	1.0541	1.0374	10.61
8	0.8323	0.7878	8.06
9	0.4263	0.4115	4.21
10	0.6036	0.5845	5.98
11	0.6564	0.5569	5.69
12	0.3937	0.3531	3.61
13	0.2305	0.1991	2.04
14	0.4190	0.4132	4.22
15	0.7730	0.7637	7.81
16	0.6292	0.5712	5.84
17	0.6179	0.4952	5.06
18	0.4402	0.3855	3.94
19	0.6338	0.5488	5.61
20	0.6099	0.5927	6.06
21	0.6475	0.6246	6.39
22	0.7028	0.6872	7.03
23	0.3184	0.3155	3.23
24	0.7176	0.7122	7.28
25	0.5227	0.5060	5.17
26	0.4793	0.4627	4.73
27	0.5099	0.4845	4.95
28	0.5170	0.4757	4.86
29	0.6551	0.6379	6.52
30	0.6817	0.6722	6.87
31	0.5074	0.5057	5.17
32	0.4498	0.4382	4.48
33	0.6021	0.5882	6.01
34	0.4981	0.4970	5.08
35	0.6316	0.6297	6.44
36	0.5734	0.5729	5.86
37	0.6727	0.6684	6.83
38	0.5476	0.5443	5.57
39	0.2760	0.2737	2.80
40	0.7730	0.7722	7.90
41	0.5933	0.5928	6.06
42	0.2754	0.2689	2.75
43	0.7872	0.7454	7.62
44	0.3180	0.3046	3.11
45	0.8068	0.8067	8.25
46	0.6802	0.6782	6.93
47	0.3794	0.3747	3.83
48	0.3687	0.3657	3.74
49	0.3734	0.3718	3.80
50	0.2845	0.2830	2.89
51	0.3085	0.3073	3.14
52	0.2819	0.2804	2.87
53	0.2983	0.2969	3.04
54	0.2637	0.2621	2.68
55	0.2699	0.2689	2.75
56	0.2756	0.2740	2.80
57	0.3002	0.2989	3.06
58	0.2667	0.2655	2.71
59	0.2516	0.2503	2.56
60	0.2372	0.2359	2.41
61	0.2717	0.2702	2.76
62	0.2310	0.2294	2.35
63	0.2595	0.2581	2.64
64	0.2525	0.2510	2.57
65	0.2633	0.2617	2.68
66	0.2800	0.2787	2.85
67	0.2095	0.2083	2.13
68	0.2429	0.2414	2.47
69	0.2217	0.2205	2.25
70	0.2271	0.2260	2.31
71	0.2119	0.2110	2.16
72	0.2380	0.2373	2.43
73	0.2288	0.2281	2.33
74	0.3063	0.3059	3.13
75	0.2694	0.2690	2.75
76	0.2902	0.2900	2.96
77	0.3103	0.3101	3.17
78	0.3196	0.3194	3.27
79	0.2973	0.2971	3.04
80	0.2183	0.2177	2.23
