#Epoch	RMSE	MAE	MAPE(%)
1	0.3511	0.3492	2.91
2	0.0099	0.0072	0.06
3	0.0851	0.0851	0.71
4	0.0553	0.0551	0.46
5	0.0542	0.0541	0.45
6	0.0539	0.0538	0.45
7	0.0530	0.0529	0.44
8	0.0522	0.0521	0.43
9	0.0512	0.0511	0.43
10	0.0498	0.0497	0.41
11	0.0481	0.0480	0.40
12	0.0459	0.0458	0.38
13	0.0433	0.0432	0.36
14	0.0402	0.0402	0.34
15	0.0369	0.0368	0.31
16	0.0332	0.0331	0.28
17	0.0294	0.0293	0.24
18	0.0256	0.0254	0.21
19	0.0217	0.0215	0.18
20	0.0181	0.0178	0.15
21	0.0146	0.0143	0.12
22	0.0114	0.0111	0.09
23	0.0085	0.0081	0.07
24	0.0061	0.0055	0.05
25	0.0040	0.0032	0.03
26	0.0026	0.0017	0.01
27	0.0024	0.0023	0.02
28	0.0033	0.0031	0.03
29	0.0045	0.0040	0.03
30	0.0057	0.0053	0.04
31	0.0068	0.0065	0.05
32	0.0079	0.0076	0.06
33	0.0088	0.0086	0.07
34	0.0097	0.0095	0.08
35	0.0106	0.0104	0.09
36	0.0114	0.0112	0.09
37	0.0121	0.0120	0.10
38	0.0129	0.0127	0.11
39	0.0136	0.0135	0.11
40	0.0143	0.0142	0.12
41	0.0150	0.0149	0.12
42	0.0157	0.0156	0.13
43	0.0164	0.0163	0.14
44	0.0171	0.0170	0.14
45	0.0178	0.0177	0.15
46	0.0185	0.0184	0.15
47	0.0192	0.0191	0.16
48	0.0198	0.0198	0.16
49	0.0205	0.0204	0.17
50	0.0211	0.0210	0.18
51	0.0217	0.0216	0.18
52	0.0223	0.0222	0.18
53	0.0228	0.0227	0.19
54	0.0233	0.0232	0.19
55	0.0237	0.0236	0.20
56	0.0241	0.0240	0.20
57	0.0244	0.0243	0.20
58	0.0247	0.0247	0.21
59	0.0250	0.0250	0.21
60	0.0253	0.0252	0.21
61	0.0255	0.0254	0.21
62	0.0257	0.0256	0.21
63	0.0259	0.0258	0.22
64	0.0260	0.0259	0.22
65	0.0262	0.0260	0.22
66	0.0263	0.0261	0.22
67	0.0263	0.0262	0.22
68	0.0264	0.0263	0.22
69	0.0265	0.0263	0.22
70	0.0265	0.0264	0.22
71	0.0265	0.0264	0.22
72	0.0265	0.0264	0.22
73	0.0265	0.0264	0.22
74	0.0265	0.0264	0.22
75	0.0265	0.0263	0.22
76	0.0265	0.0263	0.22
77	0.0264	0.0263	0.22
78	0.0264	0.0262	0.22
79	0.0263	0.0262	0.22
80	0.0263	0.0261	0.22
81	0.0262	0.0261	0.22
82	0.0262	0.0260	0.22
83	0.0261	0.0259	0.22
84	0.0260	0.0259	0.22
85	0.0259	0.0258	0.21
86	0.0258	0.0257	0.21
87	0.0258	0.0256	0.21
88	0.0257	0.0255	0.21
89	0.0256	0.0254	0.21
90	0.0255	0.0253	0.21
91	0.0254	0.0252	0.21
92	0.0253	0.0251	0.21
93	0.0252	0.0250	0.21
94	0.0250	0.0249	0.21
95	0.0249	0.0247	0.21
96	0.0248	0.0246	0.21
97	0.0247	0.0245	0.20
98	0.0245	0.0243	0.20
99	0.0244	0.0242	0.20
100	0.0242	0.0241	0.20
101	0.0241	0.0239	0.20
102	0.0239	0.0237	0.20
103	0.0238	0.0236	0.20
104	0.0236	0.0234	0.20
105	0.0235	0.0233	0.19
106	0.0233	0.0231	0.19
107	0.0232	0.0230	0.19
108	0.0230	0.0228	0.19
109	0.0228	0.0226	0.19
110	0.0227	0.0225	0.19
111	0.0225	0.0223	0.19
112	0.0223	0.0221	0.18
113	0.0221	0.0220	0.18
114	0.0219	0.0218	0.18
115	0.0218	0.0216	0.18
116	0.0216	0.0214	0.18
117	0.0214	0.0212	0.18
118	0.0212	0.0210	0.18
119	0.0210	0.0209	0.17
120	0.0208	0.0207	0.17
121	0.0206	0.0205	0.17
122	0.0204	0.0203	0.17
123	0.0202	0.0201	0.17
124	0.0200	0.0199	0.17
125	0.0198	0.0197	0.16
126	0.0196	0.0195	0.16
127	0.0194	0.0193	0.16
128	0.0192	0.0191	0.16
129	0.0190	0.0189	0.16
130	0.0189	0.0187	0.16
131	0.0187	0.0186	0.15
132	0.0186	0.0184	0.15
133	0.0184	0.0182	0.15
134	0.0182	0.0181	0.15
135	0.0180	0.0179	0.15
136	0.0178	0.0177	0.15
137	0.0177	0.0176	0.15
138	0.0176	0.0174	0.15
139	0.0174	0.0173	0.14
140	0.0172	0.0171	0.14
141	0.0171	0.0170	0.14
142	0.0170	0.0169	0.14
143	0.0168	0.0167	0.14
144	0.0167	0.0166	0.14
145	0.0165	0.0164	0.14
146	0.0164	0.0163	0.14
147	0.0163	0.0162	0.13
148	0.0162	0.0161	0.13
149	0.0160	0.0160	0.13
150	0.0160	0.0159	0.13
151	0.0158	0.0157	0.13
152	0.0157	0.0156	0.13
153	0.0155	0.0155	0.13
154	0.0155	0.0154	0.13
155	0.0154	0.0153	0.13
156	0.0153	0.0152	0.13
157	0.0152	0.0151	0.13
158	0.0151	0.0150	0.13
159	0.0150	0.0149	0.12
160	0.0150	0.0150	0.12
161	0.0149	0.0148	0.12
162	0.0149	0.0148	0.12
163	0.0147	0.0146	0.12
164	0.0147	0.0146	0.12
165	0.0146	0.0145	0.12
166	0.0146	0.0145	0.12
167	0.0145	0.0144	0.12
168	0.0145	0.0144	0.12
169	0.0145	0.0144	0.12
170	0.0047	0.0043	0.04
171	0.0149	0.0148	0.12
172	0.0128	0.0127	0.11
173	0.0145	0.0144	0.12
174	0.0143	0.0141	0.12
175	0.0141	0.0140	0.12
176	0.0142	0.0140	0.12
177	0.0141	0.0140	0.12
