#Epoch	RMSE	MAE	MAPE(%)
1	5.2114	5.0184	11.37
2	5.3751	5.1921	11.77
3	5.1320	4.9473	11.21
4	4.9756	4.7931	10.86
5	4.6984	4.5178	10.24
6	4.3200	4.1434	9.38
7	3.7164	3.5455	8.03
8	2.7156	2.5488	5.76
9	1.1857	0.9505	2.13
10	0.8616	0.7114	1.62
11	0.7845	0.6292	1.43
12	0.6745	0.4986	1.13
13	0.7739	0.6305	1.44
14	0.7209	0.5688	1.29
15	0.6858	0.5220	1.18
16	0.7187	0.5703	1.29
17	0.7084	0.5557	1.26
18	0.6902	0.5314	1.20
19	0.6937	0.5378	1.22
20	0.6880	0.5291	1.20
21	0.6802	0.5168	1.17
22	0.6781	0.5137	1.16
23	0.6739	0.5061	1.15
24	0.6696	0.4971	1.12
25	0.6666	0.4906	1.11
26	0.6641	0.4838	1.09
27	0.6615	0.4765	1.08
28	0.6596	0.4684	1.06
29	0.6579	0.4617	1.04
30	0.6576	0.4547	1.02
31	0.6566	0.4465	1.01
32	0.6579	0.4407	0.99
33	0.6578	0.4330	0.97
34	0.6610	0.4281	0.96
35	0.6617	0.4218	0.95
36	0.6667	0.4195	0.94
37	0.6680	0.4135	0.93
38	0.6751	0.4134	0.93
39	0.6773	0.4074	0.91
40	0.6873	0.4106	0.92
41	0.6892	0.4052	0.90
42	0.7016	0.4148	0.93
43	0.7036	0.4089	0.91
44	0.7194	0.4234	0.94
45	0.7203	0.4174	0.93
46	0.7377	0.4345	0.97
47	0.7381	0.4271	0.95
48	0.7581	0.4506	1.00
49	0.7554	0.4396	0.98
50	0.7795	0.4675	1.04
51	0.7781	0.4621	1.03
52	0.8056	0.4880	1.08
53	0.8020	0.4868	1.08
54	0.8323	0.5105	1.13
55	0.8297	0.5149	1.14
56	0.8593	0.5374	1.19
57	0.8570	0.5446	1.21
58	0.8860	0.5668	1.26
59	0.8837	0.5727	1.27
60	0.9124	0.5954	1.32
61	0.9141	0.6030	1.34
62	0.9378	0.6225	1.38
63	0.9439	0.6324	1.40
64	0.9661	0.6518	1.45
65	0.9726	0.6607	1.47
66	0.9946	0.6808	1.51
67	1.0032	0.6903	1.53
68	1.0225	0.7090	1.58
69	1.0359	0.7220	1.60
70	1.0501	0.7367	1.64
71	1.0644	0.7502	1.67
72	1.0751	0.7622	1.70
73	1.0920	0.7782	1.73
74	1.1017	0.7894	1.76
75	1.1202	0.8076	1.80
