#Epoch	RMSE	MAE	MAPE(%)
1	1.1414	1.0138	17.64
2	1.0735	0.9796	17.23
3	0.3774	0.2697	4.64
4	0.3073	0.2613	4.58
5	0.2269	0.1768	3.03
6	0.2266	0.1821	3.13
7	0.2544	0.2207	3.86
8	0.2591	0.2282	4.01
9	0.2414	0.2136	3.76
10	0.2742	0.2470	4.41
11	0.2727	0.2477	4.44
12	0.2549	0.2326	4.17
13	0.2482	0.2260	4.05
14	0.2750	0.2532	4.57
15	0.1969	0.1757	3.12
16	0.2367	0.2153	3.86
17	0.2341	0.2112	3.77
18	0.2417	0.2190	3.92
19	0.2040	0.1818	3.23
20	0.2263	0.2030	3.62
21	0.2081	0.1854	3.29
22	0.2676	0.2442	4.36
23	0.2025	0.1781	3.15
24	0.2172	0.1898	3.35
25	0.2119	0.1797	3.16
26	0.1775	0.1447	2.53
27	0.2204	0.1876	3.29
28	0.1623	0.1335	2.32
29	0.1564	0.1301	2.25
30	0.2036	0.1734	3.02
31	0.3017	0.2715	4.80
32	0.3660	0.3334	5.89
33	0.3728	0.3397	6.01
34	0.1594	0.1275	2.19
35	0.1405	0.1159	2.02
36	0.1999	0.1621	2.79
37	0.3205	0.2824	4.95
38	0.2721	0.2311	4.02
39	0.2587	0.2165	3.75
40	0.3909	0.3505	6.15
41	0.2577	0.2146	3.71
42	0.1977	0.1563	2.69
43	0.1862	0.1504	2.59
44	0.2078	0.1657	2.84
45	0.2150	0.1720	2.94
46	0.1288	0.1079	1.90
47	0.3493	0.3228	5.75
48	0.1783	0.1537	2.69
49	0.2320	0.2017	3.53
50	0.2643	0.2303	4.03
51	0.2763	0.2403	4.20
52	0.2241	0.1865	3.22
53	0.1366	0.1141	1.98
54	0.2080	0.1679	2.88
55	0.3161	0.2722	4.74
56	0.2365	0.1941	3.34
57	0.2333	0.1877	3.23
58	0.2124	0.1714	2.95
59	0.3319	0.2838	4.95
60	0.3071	0.2580	4.48
61	0.2863	0.2426	4.20
62	0.3839	0.3405	5.95
63	0.3160	0.2703	4.69
64	0.2410	0.1925	3.30
65	0.1321	0.1125	2.01
66	0.1736	0.1434	2.49
67	0.2497	0.1983	3.39
68	0.3019	0.2491	4.29
69	0.3160	0.2622	4.51
70	0.2471	0.1952	3.33
71	0.2766	0.2216	3.78
72	0.2571	0.2031	3.46
73	0.3329	0.2729	4.67
74	0.3008	0.2421	4.13
75	0.2833	0.2249	3.83
76	0.2552	0.2004	3.41
77	0.3483	0.2865	4.90
78	0.3215	0.2597	4.43
79	0.3764	0.3174	5.46
80	0.2788	0.2201	3.74
81	0.2402	0.1892	3.21
82	0.3630	0.3227	5.64
83	0.4204	0.3734	6.51
84	0.3400	0.2896	5.01
85	0.2886	0.2330	3.98
86	0.2737	0.2186	3.72
87	0.3665	0.3132	5.41
88	0.3267	0.2703	4.63
89	0.3331	0.2770	4.75
90	0.3759	0.3199	5.52
