#Epoch	RMSE	MAE	MAPE(%)
1	0.5250	0.3522	9.05
2	0.5434	0.3613	9.04
3	0.5206	0.3443	8.68
4	0.5133	0.3384	8.52
5	0.5024	0.3295	8.30
6	0.4909	0.3201	8.06
7	0.4770	0.3085	7.77
8	0.4597	0.2939	7.41
9	0.4384	0.2757	6.95
10	0.4135	0.2542	6.41
11	0.3851	0.2295	5.79
12	0.3573	0.2075	5.24
13	0.3334	0.1898	4.79
14	0.3158	0.1772	4.45
15	0.3037	0.1683	4.22
16	0.2946	0.1615	4.03
17	0.2863	0.1555	3.87
18	0.2783	0.1497	3.71
19	0.2693	0.1433	3.54
20	0.2626	0.1378	3.38
21	0.2544	0.1316	3.21
22	0.2458	0.1253	3.04
23	0.2367	0.1194	2.88
24	0.2276	0.1142	2.75
25	0.2191	0.1103	2.66
26	0.2121	0.1075	2.60
27	0.2070	0.1054	2.55
28	0.2033	0.1040	2.52
29	0.2002	0.1027	2.49
30	0.1982	0.1015	2.46
31	0.1963	0.1003	2.43
32	0.1949	0.0991	2.40
33	0.1934	0.0983	2.38
34	0.1920	0.0973	2.35
35	0.1905	0.0962	2.33
36	0.1890	0.0951	2.30
37	0.1873	0.0942	2.28
38	0.1857	0.0933	2.26
39	0.1845	0.0921	2.23
40	0.1832	0.0916	2.22
41	0.1819	0.0906	2.19
42	0.1806	0.0899	2.17
43	0.1793	0.0891	2.16
44	0.1782	0.0882	2.13
45	0.1771	0.0876	2.12
46	0.1760	0.0868	2.10
47	0.1747	0.0864	2.09
48	0.1737	0.0853	2.06
49	0.1724	0.0850	2.06
50	0.1714	0.0840	2.03
51	0.1702	0.0839	2.03
52	0.1694	0.0828	2.01
53	0.1684	0.0826	2.00
54	0.1675	0.0821	1.99
55	0.1666	0.0815	1.97
56	0.1658	0.0811	1.97
57	0.1649	0.0805	1.95
58	0.1640	0.0799	1.94
59	0.1631	0.0796	1.93
60	0.1622	0.0791	1.92
61	0.1613	0.0787	1.91
62	0.1605	0.0782	1.90
63	0.1596	0.0780	1.90
64	0.1588	0.0775	1.88
65	0.1582	0.0772	1.88
66	0.1576	0.0769	1.87
67	0.1570	0.0768	1.87
68	0.1564	0.0765	1.87
69	0.1558	0.0763	1.86
70	0.1555	0.0757	1.84
71	0.1549	0.0761	1.86
72	0.1544	0.0759	1.85
73	0.1542	0.0753	1.84
74	0.1541	0.0751	1.83
75	0.1539	0.0750	1.83
76	0.1537	0.0749	1.82
77	0.1536	0.0744	1.81
78	0.1534	0.0744	1.81
79	0.1530	0.0741	1.80
80	0.1527	0.0739	1.80
81	0.1523	0.0739	1.80
82	0.1519	0.0737	1.79
83	0.1516	0.0734	1.78
84	0.1513	0.0733	1.78
85	0.1510	0.0733	1.78
86	0.1507	0.0730	1.78
87	0.1506	0.0729	1.77
88	0.1504	0.0728	1.77
89	0.1502	0.0726	1.76
90	0.1499	0.0726	1.77
91	0.1496	0.0723	1.76
92	0.1494	0.0722	1.76
93	0.1491	0.0720	1.75
94	0.1490	0.0717	1.74
95	0.1488	0.0717	1.74
96	0.1486	0.0715	1.74
97	0.1481	0.0712	1.73
98	0.1480	0.0709	1.72
99	0.1477	0.0714	1.74
100	0.1475	0.0705	1.71
101	0.1478	0.0711	1.73
102	0.1472	0.0707	1.72
103	0.1475	0.0702	1.70
104	0.1473	0.0712	1.73
105	0.1470	0.0703	1.70
106	0.1475	0.0701	1.70
107	0.1471	0.0704	1.71
108	0.1470	0.0699	1.69
109	0.1472	0.0701	1.70
110	0.1469	0.0699	1.69
111	0.1471	0.0696	1.68
112	0.1469	0.0695	1.68
113	0.1467	0.0699	1.69
114	0.1465	0.0697	1.69
115	0.1469	0.0691	1.67
116	0.1466	0.0697	1.69
117	0.1464	0.0691	1.67
118	0.1464	0.0695	1.68
119	0.1462	0.0688	1.66
120	0.1463	0.0694	1.68
121	0.1459	0.0688	1.66
122	0.1461	0.0692	1.67
123	0.1459	0.0687	1.66
124	0.1459	0.0692	1.67
125	0.1458	0.0691	1.67
126	0.1460	0.0686	1.65
127	0.1460	0.0687	1.66
128	0.1455	0.0692	1.68
129	0.1456	0.0684	1.65
130	0.1459	0.0689	1.66
131	0.1454	0.0685	1.66
132	0.1457	0.0689	1.67
133	0.1456	0.0684	1.65
134	0.1456	0.0684	1.65
135	0.1453	0.0690	1.67
136	0.1454	0.0683	1.65
137	0.1456	0.0688	1.66
138	0.1453	0.0683	1.65
139	0.1456	0.0688	1.66
140	0.1452	0.0683	1.65
141	0.1454	0.0688	1.66
142	0.1451	0.0683	1.65
143	0.1454	0.0682	1.64
144	0.1447	0.0686	1.66
145	0.1452	0.0682	1.65
146	0.1450	0.0686	1.66
147	0.1450	0.0683	1.65
148	0.1452	0.0682	1.64
149	0.1448	0.0686	1.66
150	0.1450	0.0683	1.65
151	0.1450	0.0681	1.64
152	0.1452	0.0688	1.66
153	0.1446	0.0681	1.64
154	0.1454	0.0682	1.64
155	0.1447	0.0684	1.65
156	0.1459	0.0683	1.64
157	0.1456	0.0686	1.65
158	0.1461	0.0683	1.64
159	0.1465	0.0683	1.64
160	0.1464	0.0688	1.66
161	0.1467	0.0683	1.64
162	0.1467	0.0683	1.64
163	0.1472	0.0682	1.63
164	0.1471	0.0686	1.65
165	0.1473	0.0682	1.63
166	0.1477	0.0687	1.65
167	0.1472	0.0680	1.63
168	0.1482	0.0687	1.64
169	0.1474	0.0681	1.63
170	0.1478	0.0687	1.65
171	0.1478	0.0682	1.63
172	0.1481	0.0687	1.65
173	0.1481	0.0684	1.64
174	0.1488	0.0691	1.66
175	0.1485	0.0686	1.64
176	0.1490	0.0692	1.66
177	0.1490	0.0689	1.65
178	0.1496	0.0695	1.67
179	0.1495	0.0691	1.65
180	0.1497	0.0696	1.67
181	0.1499	0.0694	1.66
182	0.1492	0.0694	1.66
183	0.1499	0.0697	1.67
184	0.1497	0.0693	1.66
185	0.1499	0.0699	1.68
186	0.1493	0.0693	1.66
187	0.1500	0.0699	1.67
188	0.1492	0.0695	1.67
189	0.1504	0.0699	1.67
190	0.1496	0.0694	1.66
191	0.1499	0.0700	1.68
192	0.1493	0.0696	1.67
193	0.1503	0.0698	1.67
194	0.1497	0.0695	1.66
195	0.1498	0.0701	1.68
196	0.1494	0.0699	1.68
197	0.1504	0.0701	1.68
198	0.1499	0.0696	1.66
199	0.1502	0.0703	1.68
200	0.1495	0.0700	1.68
