#Epoch	RMSE	MAE	MAPE(%)
1	0.6569	0.5508	7.38
2	0.5498	0.4480	5.97
3	0.5464	0.4704	6.32
4	0.4708	0.3410	4.48
5	0.4670	0.3406	4.49
6	0.4825	0.3809	5.07
7	0.4329	0.2969	3.86
8	0.4473	0.3479	4.62
9	0.3164	0.2243	2.94
10	0.5339	0.4409	5.90
11	0.4649	0.3341	4.39
12	0.4521	0.3244	4.26
13	0.4386	0.3158	4.15
14	0.4146	0.2921	3.83
15	0.3905	0.2906	3.85
16	0.3419	0.2466	3.28
17	0.2973	0.1911	2.49
18	0.2994	0.2141	2.82
19	0.2554	0.1860	2.47
20	0.2836	0.1937	2.53
21	0.3092	0.2342	3.11
22	0.3463	0.2433	3.19
23	0.2643	0.1782	2.33
24	0.2388	0.1726	2.27
25	0.3263	0.2611	3.44
26	0.2523	0.1994	2.66
27	0.3623	0.2855	3.77
28	0.2797	0.1966	2.60
29	0.3117	0.2323	3.06
30	0.2570	0.1866	2.47
31	0.2876	0.2151	2.81
32	0.2720	0.1961	2.59
33	0.2278	0.1570	2.06
34	0.3154	0.2347	3.07
35	0.2564	0.1928	2.55
36	0.3018	0.2320	3.06
37	0.2558	0.1891	2.51
38	0.2730	0.1867	2.42
39	0.2388	0.1703	2.24
40	0.2384	0.1634	2.13
41	0.2216	0.1708	2.26
42	0.3436	0.2641	3.47
43	0.2740	0.1720	2.24
44	0.2498	0.1714	2.25
45	0.2347	0.1782	2.36
46	0.2444	0.1795	2.35
47	0.2148	0.1752	2.35
48	0.2860	0.2004	2.61
49	0.2296	0.1592	2.09
50	0.2016	0.1404	1.83
51	0.3031	0.2509	3.32
52	0.2283	0.1796	2.41
53	0.2421	0.1479	1.89
54	0.2060	0.1548	2.04
55	0.2157	0.1591	2.08
56	0.2103	0.1783	2.39
57	0.2590	0.1706	2.21
58	0.2172	0.1615	2.13
59	0.2768	0.2253	2.98
60	0.1872	0.1489	2.00
61	0.2264	0.1084	1.36
62	0.2109	0.1598	2.12
63	0.2681	0.1905	2.48
64	0.2215	0.1639	2.17
65	0.2635	0.2001	2.63
66	0.1919	0.1435	1.90
67	0.2272	0.1433	1.85
68	0.1850	0.1316	1.73
69	0.2032	0.1326	1.72
70	0.1820	0.1573	2.10
71	0.2289	0.1503	1.96
72	0.2236	0.1560	2.05
73	0.2035	0.1478	1.93
74	0.1854	0.1390	1.83
75	0.1714	0.1024	1.32
76	0.1990	0.1134	1.45
77	0.1947	0.1421	1.87
78	0.2038	0.1514	1.99
79	0.2199	0.1246	1.59
80	0.2230	0.1822	2.44
81	0.2199	0.1205	1.55
82	0.2198	0.1557	2.06
83	0.1639	0.0943	1.22
84	0.1896	0.1165	1.50
85	0.1863	0.1103	1.42
86	0.1836	0.1205	1.57
87	0.1572	0.1207	1.61
88	0.1847	0.0896	1.12
89	0.2402	0.1918	2.57
90	0.2049	0.1394	1.82
91	0.1698	0.1256	1.66
92	0.1496	0.0904	1.16
93	0.1810	0.1107	1.43
94	0.1505	0.0808	1.03
95	0.2006	0.1323	1.72
96	0.1325	0.0800	1.03
97	0.1832	0.0941	1.19
98	0.1752	0.0937	1.20
99	0.1599	0.1246	1.68
100	0.2246	0.0972	1.20
101	0.1980	0.1097	1.40
102	0.1771	0.1265	1.65
103	0.1743	0.1368	1.81
104	0.1869	0.1181	1.53
105	0.1872	0.1309	1.72
106	0.1481	0.0837	1.07
107	0.2027	0.1396	1.83
108	0.2116	0.1084	1.37
109	0.1898	0.1545	2.07
110	0.1786	0.0897	1.13
111	0.1896	0.1272	1.67
112	0.1350	0.0719	0.92
113	0.1885	0.1022	1.30
114	0.1687	0.1094	1.42
115	0.1728	0.1039	1.34
116	0.1667	0.0957	1.22
117	0.1424	0.0829	1.07
118	0.1841	0.0974	1.24
119	0.1873	0.1334	1.78
120	0.1412	0.0720	0.90
121	0.1384	0.0747	0.94
122	0.1444	0.0795	1.01
123	0.1499	0.1050	1.37
124	0.1515	0.0899	1.16
125	0.1591	0.1071	1.40
126	0.1506	0.0806	1.02
127	0.1738	0.1128	1.47
128	0.1312	0.0792	1.02
129	0.2279	0.1419	1.84
130	0.1639	0.0913	1.16
131	0.1950	0.1636	2.19
132	0.1567	0.0867	1.10
133	0.1757	0.1057	1.37
134	0.1491	0.0801	1.02
135	0.2401	0.1277	1.61
136	0.2415	0.1414	1.78
137	0.1492	0.0880	1.13
138	0.1986	0.1035	1.30
139	0.2148	0.1505	1.95
140	0.1334	0.1013	1.34
141	0.1878	0.0884	1.09
142	0.1908	0.0960	1.20
143	0.1625	0.1065	1.38
144	0.1296	0.0803	1.03
145	0.1814	0.0852	1.06
146	0.1640	0.1075	1.40
147	0.1421	0.0794	1.01
148	0.1577	0.0813	1.03
149	0.1460	0.0811	1.02
150	0.1651	0.0922	1.17
151	0.1369	0.0729	0.93
152	0.1461	0.0756	0.95
153	0.1489	0.0855	1.11
154	0.1266	0.0729	0.93
155	0.1816	0.1060	1.36
156	0.1498	0.0834	1.07
157	0.1529	0.0923	1.19
158	0.1443	0.0741	0.94
159	0.1630	0.0852	1.08
160	0.1477	0.0830	1.07
161	0.1515	0.0859	1.09
162	0.1589	0.1116	1.46
163	0.2058	0.1144	1.45
164	0.1865	0.1543	2.07
165	0.1519	0.0842	1.07
166	0.1429	0.1024	1.35
167	0.1529	0.0837	1.06
168	0.1728	0.1163	1.52
169	0.1287	0.0761	0.98
170	0.1677	0.0890	1.13
171	0.1286	0.0708	0.91
172	0.1718	0.0901	1.14
173	0.1518	0.0877	1.13
174	0.1547	0.0824	1.04
175	0.1542	0.1115	1.47
176	0.1666	0.1002	1.28
177	0.1925	0.1258	1.65
178	0.2019	0.1093	1.39
179	0.1751	0.1425	1.92
180	0.1669	0.0894	1.13
181	0.1558	0.1097	1.45
182	0.1552	0.0819	1.03
183	0.1813	0.1164	1.52
184	0.1162	0.0785	1.02
185	0.1716	0.0893	1.13
186	0.1479	0.0919	1.19
187	0.1600	0.0880	1.12
188	0.1706	0.1196	1.58
189	0.1445	0.0887	1.14
190	0.1686	0.0985	1.27
191	0.1429	0.0855	1.11
192	0.1754	0.0909	1.15
193	0.1688	0.1064	1.38
194	0.1179	0.0835	1.10
195	0.1811	0.0945	1.20
196	0.1543	0.0946	1.24
197	0.1548	0.0876	1.11
198	0.1540	0.0909	1.18
199	0.1434	0.0819	1.04
